mid,company_id
10539,1755
10539,2
10543,33
10543,23
18414,126
18414,4
11902,653
11902,6242
25087,10354
5801,1984
896,26424
3065,37
3065,33
3065,1310
2300,174
2300,8816
2300,55527
8069,4
8069,1216
8069,1497
27768,
221917,16832
221917,97
221917,5
8072,46654
8072,54659
8072,63558
33245,5270
27281,10201
27281,2
40001,559
29621,38955
29621,23098
29621,8331
20762,285
37144,4063
12656,8
12656,216
38867,12
38867,2480
38867,26109
25969,12
25969,507
25969,3324
43634,9195
43634,10201
43634,1382
9103,33
9103,2982
9103,10828
29649,216
29649,559
10990,21
10990,1644
10990,80
8866,55140
8866,25
12233,2
12233,554
23449,175
23449,915
36355,27128
36355,33
36355,38181
922,182
922,506
922,663
11876,582
11876,83
11876,104
11687,104
11687,7961
11687,591
9304,5
503475,65199
503475,297
73183,33624
9100,5
9100,34
9100,14440
20759,54051
20759,89312
20759,25
46063,9195
32513,5846
32513,288
32513,3324
36915,10171
36915,6137
36915,364
9802,10288
9802,915
21588,11011
21588,12242
21588,13837
664,23370
664,33
664,56
11867,1382
11867,278
11867,552
9323,528
9323,529
9323,59118
10280,10355
10280,4
10535,915
532,297
16299,11308
16299,12
10547,285
10547,12450
10547,12451
935,88
935,5
40751,708
85778,
11101,21948
11101,1704
11101,23417
9826,4
9826,7965
9826,13675
9879,5
9879,97
22621,4125
7095,70
7095,915
7095,2173
26890,17179
26890,2492
26890,798
77771,72471
77771,72472
41225,7508
41225,73349
41225,2260
627,181
627,358
627,359
32872,4
32872,126
602,25
602,347
14553,43
14553,11561
14553,14698
9566,559
9566,1236
10545,2
9894,5
9894,1606
9894,6092
11543,2090
11543,21
9268,824
9268,174
9327,33
9327,23
81949,6274
81949,104
44535,25129
44535,21304
44535,231
11228,1302
11228,33
10779,11
10779,33
26748,97
26748,11948
38223,4
38223,2070
38223,2348
9294,9195
49963,3644
49963,181
49963,10565
11363,43
1645,508
1645,174
31546,826
31546,181
31546,28206
36344,97
36344,87554
36344,5
18550,21
11511,9195
11511,10201
34170,60
34170,2231
34170,2630
12606,4
4837,109
4837,223
12632,
18975,2499
18975,12
18975,11308
11962,360
11962,746
11962,174
2925,258
3595,9195
9308,559
18555,11661
18555,26192
18555,24827
12123,2377
12123,25
12123,80
10830,216
10830,559
10830,34
3573,14
3573,1363
3573,1443
10546,7405
10546,14
10546,140433
18862,11661
18862,21
31417,1679
31417,13437
9431,33
9431,69626
9431,69625
47907,97
10061,4
10061,11661
549,93380
549,93381
549,14
10478,508
10478,174
238,4
238,10211
11134,2521
11134,3054
9303,10308
9303,491
9303,506
23945,508
23945,174
22479,8
22479,11487
22479,105
9054,915
9054,175
9054,961
410921,15681
38955,2521
11015,762
11015,4
11015,33
9306,12
12559,175
12559,2
58770,37
58770,33
58770,56
3587,508
3587,1484
3587,174
10723,33
19004,4285
101230,
10987,14
10987,143049
10987,21438
44705,8
44705,288
44705,491
20318,8
20318,12
20318,62702
26933,30576
26933,635
26933,4790
27854,4
981,21
872,21
2769,1460
2769,21
13320,4
164,4
164,11355
426,4
426,10715
567,10715
3078,5
13528,21
28288,6
213,21
284,60
284,219
239,219
239,11982
239,60
4808,11404
289,174
963,174
11113,174
6620,4
804,4
26531,25
909,21
909,31892
630,21
770,1553
770,21
31044,5612
31044,21
599,4
15,6
15,11447
62,385
62,21
705,25
22490,21
223,1553
25670,10096
25670,60
303,6
4174,1553
8356,10917
8356,25
381,4
20758,21
29376,21
1859,21
18299,146438
17281,12668
17281,21
10907,174
32093,25
1939,25
22292,25
3598,5
3080,6
198,60
13562,33
1712,174
1712,13579
220,174
3529,21
3085,5
2897,1258
1585,11770
3083,5
900,6
43795,5
43905,6
23114,1553
40206,174
260,4978
10331,14121
488,60
488,262
488,3632
22733,15931
22733,3632
22733,3248
261,100
261,21
32574,9330
32574,174
22649,4
125587,181
125587,1898
125587,12745
52855,12
52855,21154
52855,21155
39940,5
85328,38567
11076,5842
11076,5
63945,31551
63945,23098
63945,78106
58985,691
58985,33
58985,37
10861,5
10861,961
10861,119937
1770,360
1770,174
2033,887
2033,888
2033,11054
18203,11661
9333,656
9333,12
9400,12
9401,19529
9401,11661
11306,5
11306,97
11306,10153
9625,17825
9625,174
10680,34998
6346,33
6346,23
6346,1302
18660,3166
35115,3166
14821,3166
14136,3166
10869,3166
22660,3166
19186,2
19186,3166
31102,3166
31102,133692
6878,8830
6878,2
15944,3166
18444,3166
20723,3166
173,3166
173,2
864,2
24795,175
24795,2
11224,2
11224,3166
81310,3166
81310,2
15947,2
9078,2
9078,3166
8367,10210
8367,174
433,3166
433,2
11360,2
11360,3166
11114,3166
11114,2
12335,3166
12092,6125
12092,3166
12092,2
10948,2
10948,3166
11229,3322
11229,2499
11229,30702
15121,6304
15121,6305
15121,25
562,1073
562,1885
562,25
10163,5570
10163,12
47199,826
47199,38436
47199,25
11159,181
11159,10100
11159,105
9591,1274
9591,38944
9591,25
30500,23098
30500,2070
10938,181
10938,10532
11412,21920
11412,12
11412,2980
10586,457
10586,4
42314,67930
42314,21583
42314,25
27845,4665
27845,15231
23223,8
23223,20809
23223,272
49471,4319
49471,5
49471,34
38153,915
38153,1504
25147,163
25147,3324
25147,1382
9716,14
454,240
10218,14
10218,2833
10218,8824
819,278
819,11407
819,174
11238,3475
31530,6
28120,6
252,4
252,3434
252,137130
16372,3185
16372,25
11561,13954
11561,60
11302,13309
11302,60
623,11352
623,21
623,45505
583,20076
583,416
12614,8846
12614,8844
12614,21
21711,8776
21711,174
11575,174
475,273
475,4051
11331,18875
11331,174
521,174
521,3245
88,137
88,12360
500,285
500,26198
792,469
792,104411
792,4764
8491,1648
8491,25
402,275
402,694
10537,525
10537,23
10537,78806
11386,14
11386,181
11386,927
9504,67781
9504,12
9504,67780
15764,1155
15764,964
601,33
601,56
25842,21
2119,4
2119,10288
744,4
744,10288
221,174
702,1317
702,174
25750,7405
9305,19264
9305,793
9305,208
37616,8764
37616,2492
37616,65387
21612,3989
102461,874
36998,850
36998,6541
36998,23210
116844,8816
116844,38567
116844,38692
1630,34
1630,5
1630,11317
26626,39526
26626,39527
124837,
11816,33
11843,60
11843,10257
11843,10258
10379,12
10379,1382
10379,10163
2756,574
2756,1280
2756,25
790,494
790,495
790,498
1103,494
1103,500
1103,502
11298,494
11298,502
11298,10312
4480,1524
4480,875
4480,82
4481,1524
4481,875
4481,82
10765,174
762,416
762,463
762,464
44497,1373
44497,56302
44497,56303
99479,
124829,
10548,1382
10548,8738
10548,139237
531,297
4483,6849
4483,28766
4483,1579
18919,3324
18919,3554
18919,23483
61461,6084
61461,22965
659,168
659,1521
659,1548
30892,3862
86369,23932
38554,11661
36555,
10608,
11216,67486
11216,7110
11216,119518
7452,2238
7452,2240
7452,2241
892,25020
892,25021
892,582
1600,63751
1600,7984
1600,12984
26561,288
26561,14
26561,12918
975,60
975,611
18129,5231
18129,14
54405,14
409,14
409,12204
38251,8694
38251,6651
38251,17087
10161,1468
10161,14063
10161,1923
1412,14
1412,889
1412,1419
41768,36289
10409,2081
10409,62139
10409,1380
14285,307
14285,3906
14285,49628
2469,49
10174,14
10174,2188
31225,14
510,60
510,286
510,174
11455,4
1891,1
1891,25
2493,49243
2493,49244
2493,56485
85,4
85,1
68,10214
679,19747
679,396
679,25
429,60
429,5755
429,7508
13446,20076
13446,5231
389,60
389,10212
947,11356
185,174
185,88
595,1511
595,24308
28,60
28,70
335,4
335,218
335,11386
1892,1
1892,25
144,6116
144,8366
144,36229
1092,659
1092,632
769,8880
348,19747
348,25
766,467
766,10308
766,493
175,9
11645,1598
11645,1657
11645,8886
10835,3618
10835,6213
10835,5551
539,10717
525,33
240,4
240,536
600,50819
600,385
600,174
530,297
530,17700
10705,288
10705,3102
10705,798
279,1869
279,5237
3109,1432
311,7965
311,10214
311,11670
1578,60
703,60
703,13954
9549,7965
9549,174
1398,344
387,209
387,210
387,1704
9277,33
9277,1865
343,4
37291,3644
37291,181
37291,10348
490,6181
11235,7049
11235,500
218,41
218,1280
218,3952
763,11
763,294
763,466
9665,27349
9665,559
18971,10492
18971,3593
696,60
696,13309
379,11273
379,25
207,9195
207,10282
37247,47557
37247,494
1480,10330
9322,9
9322,371
9322,22191
826,11356
826,5
422,9387
422,10882
829,4
829,6226
829,10208
828,25
3090,174
9964,11
9964,294
3063,4
13667,11043
13667,3902
694,88
694,11272
694,174
235,5
235,56485
832,43854
765,3102
765,106908
5925,219
11778,33
11778,538
4485,11359
4485,1657
4485,9377
137,5
33,174
33,171
982,623
8428,12
8428,2488
212,174
105,33
105,56
1633,33
1633,56485
1633,34998
11202,25
1554,3492
1554,21612
1554,42043
149,10920
149,3363
149,10921
8009,2737
8009,6179
8009,107461
903,11496
903,174
11673,582
11673,875
11673,1524
3034,1296
3034,1297
3034,1298
339,181
339,182
339,183
10404,21329
10404,2269
10404,21330
914,71975
914,60
756,2
288,893
288,60
910,174
2640,1950
2640,10170
16633,2070
16633,33
665,21
11031,3566
11314,16644
11314,16645
15143,477
15143,4
89,4
89,1
10322,60
10322,1176
10322,136372
783,500
783,501
783,502
10644,174
11257,11494
11257,500
11257,11493
14370,559
14370,3088
12104,500
12104,8834
12104,21
625,500
625,7049
625,502
8816,6181
8816,115
830,21
2323,33
983,624
983,625
642,381
642,382
642,25
655,181
655,1448
655,6116
10341,36229
10341,6116
10341,8366
639,97
639,365
30180,5025
41801,2051
41801,60710
41801,986
18762,3525
8077,19747
8077,25
814,33
814,276
814,606
41671,84937
41671,35872
27214,484
52263,5333
52263,25690
52263,28277
33519,36394
16235,10308
16235,75480
16235,124763
11449,9266
41848,17799
41848,4899
25944,10000
25944,10001
24913,77507
24913,4
24913,52760
49126,18038
32076,41
32076,14150
571,10715
8851,47593
8851,14203
8851,71109
37843,78004
37843,14323
32146,4847
30346,6
6114,70
6114,2019
6114,5
229,33
13549,60
13549,7508
13549,9228
9529,559
9529,278
9529,1382
1598,33
1598,56
1598,691
11349,11390
7340,60
6217,33
6217,6
377,12
377,1531
653,1960
653,145816
28198,49589
28198,1242
794,2767
794,25
31640,43
31640,20926
31640,20927
8744,14
8744,2533
25189,11317
25189,559
145,123
145,118
2212,7405
199,4
7863,8
7863,11840
7863,41999
12498,14
12498,1596
9279,436
17204,
21539,9195
21539,2510
21539,1350
12709,7286
20539,25
11674,2173
11674,2
1573,1073
1573,1885
1573,25
152,4
174,4
172,4
154,4
157,4
168,4
364,1382
364,174
364,9993
11967,10210
11967,25
9086,10210
9086,25
621,4
621,3978
621,137497
9037,4
10173,3495
10173,23308
10173,25
8845,644
8845,508
8845,174
578,1865
578,33
579,33
17692,79415
17692,33
17692,4904
17795,16774
17795,8797
17795,174
75,8601
75,174
13891,14
13891,2833
9390,18
9390,559
9390,485
378,11273
378,25
10896,10531
10896,9195
2322,33
41240,132897
26949,15846
26949,12
9819,11391
9819,14
9819,258
31908,5
31908,97
3179,4
3179,360
3179,746
1802,7930
1802,439
1802,4606
4232,979
4232,7405
9361,10210
9361,25
2928,11462
2928,1765
2928,174
10549,97
10549,6189
58102,2307
58102,97
18451,
27265,258
27265,4
49935,635
49935,6541
49935,310
8818,915
8818,1504
36758,278
36758,1382
36040,10927
36040,57288
36040,25
9415,824
9415,508
9415,76487
55146,21304
55146,129733
12145,216
12145,33
12145,45505
42424,11661
34314,11661
34314,21
2892,417
2892,4042
2892,2081
9404,2521
85242,
9622,2090
9622,559
9622,34
8860,175
8860,9195
14832,20147
14832,20148
14832,4606
9619,1280
9619,33
40506,1644
40506,30584
40506,182
31000,12
31000,5
31000,97
4104,1560
4104,21
26306,915
14908,33
14908,27128
14908,38664
784,29327
784,185
784,486
12489,1382
16448,8841
17894,4
17894,133563
17894,60285
28059,11510
28059,97
17949,27128
17949,559
1968,5
61563,60
66,5
66,97
66,171
20735,2
11419,2596
11419,174
638,105
638,236
638,373
25624,16774
25624,1947
25624,174
9366,11317
9366,2604
9366,11407
21915,5
19952,364
19952,41
19952,2090
9446,2
9446,356
28005,6236
28005,252
28005,140
9403,11661
9403,4
27322,12
27322,4665
10003,4
10003,11661
10003,2767
9311,1704
9311,43
884,579
884,8
49806,2480
49806,38374
49806,132227
1624,33
1624,23
16052,9313
16052,4729
4477,5
24662,11050
24662,174
24662,90511
18423,12
18423,3492
76996,15635
76996,20922
76996,127855
6499,2106
6499,25
6499,5822
50512,4564
50512,174
50512,3467
9405,5
9405,1236
9405,3618
12723,711
9360,55532
9360,55533
9360,11134
9434,175
9434,961
9434,915
21626,25686
21626,25687
21626,10316
13982,3581
13982,41
77223,5368
77223,43
77223,13675
9611,9195
47694,111276
47694,111277
10357,25
9977,20196
9977,20197
9977,1380
816,12
816,594
816,595
2163,4
124680,294
124680,295
124680,7713
12499,1885
12499,8816
12499,174
18,9
1811,1474
1811,1475
1811,729
105045,5982
105045,310
105045,1712
11239,5099
11239,882
2058,19507
2058,174
9450,181
9450,14
9450,11352
330,33
330,56
330,76068
38523,635
38523,1666
38523,22319
16375,3187
33660,5330
33660,5331
33660,5332
45671,11561
45671,720
17770,12
15170,5
15170,6254
15170,6255
1701,9195
1701,130
26422,4506
26422,4507
26422,4508
1639,35304
1639,25
415,429
415,1382
415,174
65889,52515
65889,8
65889,18189
11103,335
11103,2630
11103,8
11970,6125
11970,2
8874,559
11956,2756
11956,104
11956,83
266,109
266,1714
266,10000
754,25358
754,4
754,455
37567,32218
607,5
607,56
607,49325
18080,1302
18080,25
38225,10210
17834,27128
17834,33
686,43910
686,174
65046,418
65046,11840
65046,14089
4421,175
4421,915
4421,1643
9387,33
9387,10308
9387,6455
10603,10227
10603,2
2142,14
2142,978
2142,979
8413,248
8413,4
8413,2484
10336,12
10336,3907
10336,23364
20737,2
20737,15709
9413,787
9413,25
14585,803
14585,8809
49462,38861
49462,10100
49462,181
8834,1885
8834,174
8834,5739
9458,559
9458,1236
8854,9993
8854,2554
8854,174
38295,14
22073,60
37244,33
4961,7405
4961,14
9416,12
9416,4286
26180,5
17832,33
17832,3409
17832,3410
9772,18990
9772,919
9772,5
6072,4564
1669,4
1669,2767
1669,1693
468,8
32519,1483
32519,826
108401,
10806,10355
10806,4
9433,4700
6623,7
2118,508
2118,2428
2118,174
978,559
978,1236
978,57435
9437,4
9437,11661
29461,2923
29461,711
10351,285
10351,21084
10351,24075
66588,9195
66588,278
66588,919
2649,1382
2649,278
14289,17825
14289,174
10155,53473
10155,3480
10155,11317
20457,5406
18355,23098
18355,25063
18355,11578
55306,75348
55306,1274
68924,53473
68924,43
68924,10565
2255,16934
2255,14
9427,8764
9427,181
9427,25
172545,3798
172545,5778
17589,14
17589,3712
17589,3713
3597,1464
3597,1236
3597,5
1813,676
1813,508
1813,824
36797,2
36797,175
12628,9195
12628,10157
33344,14
33344,377
33344,10355
25099,
45019,58247
45019,175
45019,915
62422,
782,216
782,5
782,34
29911,152
9827,14
9827,7405
1959,820
1959,559
1959,11317
8067,93311
8067,181
8067,359
125052,40543
125052,60
125052,40544
45153,4063
10871,11661
10871,1280
10871,4
14398,41
14398,3589
10890,5
1281,33
1281,1382
1281,10163
9770,16775
9770,174
9770,2154
14905,14
14905,181
14905,2997
14583,10828
14583,21
11975,4
11975,14941
4995,12
4995,840
4995,178
9281,4
45928,10210
45928,174
563,9195
563,559
563,23434
61337,12451
61337,44419
61337,285
19931,915
31535,54684
10215,4
10215,763
10215,932
9823,12
9823,4174
37165,4
37165,258
45609,14
38904,11054
38904,575
45565,104
45565,8717
45565,114713
9407,34998
9407,21
4824,54502
4824,33
4824,762
9444,11231
9444,11232
9444,11233
9414,508
9414,3415
9414,174
8078,19747
8078,25
11831,7
2895,1257
39177,591
19601,61695
19601,181
19601,61696
22797,360
22797,174
2639,8
9574,2
