mid,company_id
699,60
699,7576
699,10761
709,7576
709,60
709,10761
253,60
253,7576
253,10761
13511,85389
13511,115027
13511,10397
660,7576
660,146319
11377,1786
11377,174
26149,1600
26149,14
492,37
492,278
492,279
128,10342
128,12516
128,2752
8672,2474
8672,2475
8672,843
8056,104
8056,310
2020,872
2020,12
2020,873
9481,33
9481,5
9008,9195
9008,675
9008,8758
14242,62136
14242,62137
14242,62138
16129,3141
16129,164
16129,806
11489,189
11489,310
11489,104
28145,12146
18111,4065
31361,33
31361,18205
11223,21
16281,14179
16281,174
16281,2483
16288,1950
16288,2483
1694,1212
476,251
37094,508
37094,644
37094,174
13555,2767
13555,33
961,13913
961,12190
24831,1950
24831,92376
25560,5
21610,3986
21610,3987
21610,33
11878,882
11510,516
11510,275
11234,19972
957,617
957,21
11886,2
11886,3166
37853,174
37853,128896
62204,999
62204,2359
62204,25765
11040,3070
11040,5603
21849,4299
21849,174
1621,11142
1621,4
14035,4952
14035,36555
14035,47894
40771,559
40771,6262
40772,6270
40772,37255
40772,24315
40773,6562
11498,4
11790,3324
11790,181
11790,3102
29371,7878
47941,41
47941,174
21349,711
21349,25
1832,16934
1832,91820
1832,1632
10047,9
10047,31660
10047,5
10228,5372
10228,174
10228,5261
47692,24724
47692,803
47692,4564
18561,52648
18561,2289
18561,5993
144953,
11663,10157
11663,919
11663,20778
13485,4
9289,13630
9289,25
9264,12
18222,12
18222,17067
18222,17068
11165,25
4203,49
24226,25
11379,8791
29154,174
29154,3906
29154,8847
2039,67823
2039,21
77915,32951
77915,1138
77915,21
11943,12273
11943,174
11481,1361
11481,1754
2690,1167
2690,219
20565,
27141,14719
27141,174
10399,931
10399,288
2668,4
2668,551
2668,70
36643,7576
36643,21
36643,10761
99,82
99,83
99,49
25898,2159
9647,4
11787,33
5156,1875
24276,
11953,882
29005,174
26371,9210
26371,2370
596,25
52470,33
20334,21
11393,559
31121,5
31121,624
293,5
10998,4
12235,7401
12235,5
36094,206
36094,21
9013,136
9013,33
11005,67713
59820,25
2924,2231
2924,23
2924,33
177,559
38557,33
13681,559
13681,7585
34760,1812
34760,33
9946,919
863,3
31582,21
22267,10565
22267,33
10411,915
20024,5
13787,2807
13787,14
9684,21717
9684,21716
9684,16280
9586,174
70801,21540
777,1234
21887,5409
32331,1312
32331,174
32669,4
18161,4
31681,6090
32274,9195
10402,2608
10402,6370
10402,9195
497,97
497,3982
497,174
1715,14
1715,1693
1715,1811
42739,181
42739,486
42739,2441
25188,15266
25188,5
25188,135692
15515,5040
1439,711
1439,2253
2277,5
2277,9195
2277,436
10137,5555
10137,58331
10137,5
10387,
49948,2
334,178
334,179
334,12
30237,5028
30237,5029
50116,8
50116,741
50116,19866
46435,506
46435,720
46435,821
22213,694
22213,174
36492,494
624,5
624,4541
624,14595
26578,41
26578,3952
43103,3632
43103,14687
9563,431
9563,4198
9563,174
1850,762
1850,33
926,2605
926,7
1213,679
1213,4
1213,14
10471,12
10400,33
10400,10619
10400,919
10397,33
10397,4
12524,7449
12524,888
12524,15130
28216,4059
28216,125687
28216,104710
36773,70
36773,1363
36773,1403
10219,33
10219,862
3558,14440
3558,787
3558,9269
17908,1088
17908,174
10384,20375
10384,23587
10384,60
48233,
10236,13945
10236,10879
10236,5
632,4
11851,4
5924,4928
5924,599
5924,60832
14886,5
14886,2992
14886,2993
26617,4541
10493,2537
10493,174
16241,734
16241,1155
22160,5
9644,787
9644,12
13342,8794
13342,33
35119,13549
35119,19423
35119,174
14919,429
14919,174
14919,9993
14040,8779
14040,174
22692,1553
2990,10210
2990,25
10831,7281
33078,7281
33078,11895
33078,46043
16672,3212
16672,882
10472,14
21489,3968
21489,5
13005,33
18681,769
20468,
14521,27934
14521,93483
10406,915
10406,8830
14741,2070
14741,21
1883,4319
1883,182
1883,174
2005,9195
6279,9195
11087,915
11087,10201
11087,12883
7305,9195
7305,75678
7305,862
24735,5
9475,33
9475,136
8872,4
8873,4
11287,5
11287,1350
9869,4
9869,2767
619,13040
619,335
619,174
9374,33
11259,23
11259,33
8293,2370
8293,6705
8293,5350
11068,12917
11068,174
1923,12
1923,105
10158,25
10206,23236
10206,2516
10206,25
11782,6213
11782,77
10086,11387
9367,5
9367,11705
9876,33
10326,4564
10326,174
16562,10201
16562,21
9609,21
12143,11264
4234,1600
4234,7405
4234,85
9605,5
8374,1403
8374,11342
8374,20088
29076,4258
29076,915
28156,15292
113096,
24349,33
27841,33
27841,12443
1907,359
15489,95596
15489,4
15489,2348
15655,3475
15655,5391
15655,2
36210,38550
36210,93115
36210,93116
30062,5017
62463,983
62463,181
25934,16124
14181,12
10385,67153
10385,9269
10385,415
2787,10201
2069,1403
2069,10210
2069,51772
61416,12745
61416,718
61416,7281
79515,
28978,1315
901,1315
25010,11447
25010,5419
25010,25
10098,3245
10098,1315
33374,13671
127602,19852
2155,7405
2155,12552
11004,4
11004,8877
11004,3324
20682,788
20682,60428
20682,135224
25166,37498
25166,14589
1831,4
1831,126
10416,5
14271,1632
14271,33
14271,23
4816,59348
4816,208
4816,986
19958,2537
28569,12172
28569,12173
28569,174
2193,1010
2193,1009
11016,174
20423,19113
20423,19114
24481,5
11296,559
28172,4756
57855,3166
14280,3166
29478,5
73642,
2067,22103
2067,9195
2067,158
622,355
622,354
622,208
28463,10344
28463,591
28463,21578
12186,360
12186,174
20283,25
5693,41
5693,1953
287,1312
968,612
968,174
838,33
838,1
838,536
16958,21
3114,1322
3114,174
12501,60
12501,12191
12501,12192
31618,32793
31618,60
31618,8880
15873,16354
68427,8923
68427,3906
68427,45440
48213,58245
48213,11561
48213,82
35412,893
8333,2379
8333,12146
19259,559
820,525
820,174
820,104
11718,1175
11718,559
11718,5253
8989,56
8989,33
32031,559
58048,20076
58048,4535
26827,4357
26827,174
11157,41
28370,484
918,455
918,559
918,601
61178,559
11176,1155
11176,6254
14900,1155
14900,6254
14900,33
11899,6254
11899,7585
11899,559
18890,56
18890,4105
18890,33
19736,9195
123047,46410
123047,26373
123047,85945
24575,1155
16535,25
10971,364
23928,174
462,216
9532,48772
9532,12
9532,3169
117259,
2383,82
2383,1121
53879,25
1396,344
11570,30724
1541,21854
1541,21
1541,841
17443,5
8469,33
8469,13298
8469,13300
27995,4319
36739,5
36739,4319
925,4319
925,33
41823,4319
41823,33
1713,4319
1713,33
30547,21
54825,181
54825,297
13939,4
14373,1444
14373,13549
14373,1138
24873,1444
24873,13549
26263,1444
26263,13549
34746,13282
34746,21335
996,4
9079,25
1498,12
1498,2521
1498,30900
1497,2521
1497,12
1497,30900
1499,53677
1499,12
1499,969
1880,774
1880,60
1880,6434
33762,1174
33762,65822
11690,1444
29143,5
35292,915
36652,21
801,9195
801,554
104301,9195
11520,19465
11520,19464
11520,174
1879,893
1879,5
2085,1885
2085,174
13539,89439
13539,711
16222,5
16222,11317
109479,
17078,37740
33516,4878
9960,41956
3082,1315
12187,11462
12187,3853
12187,33
24748,4
990,22820
990,25
1908,893
9764,6091
9764,880
9764,344
840,11458
840,5
840,538
42237,
26689,41
26689,4561
25673,4
25673,13579
2291,559
2291,275
13531,676
13531,10104
13531,174
16620,15117
16620,5
526,25
526,174
13346,25
13346,840
243,32
243,9195
10501,521
10501,7
11478,33
11478,333
11478,506
879,56
879,559
85689,13914
17529,4
17529,87385
118098,33
118098,5231
1793,25
11327,5
11327,15058
1700,5
1700,97
1700,365
54087,12
54087,5
54087,97
34322,5
41659,2851
41659,36859
41659,5
593,77883
593,77882
593,344
10774,60
10774,21
10083,41
29786,4
29786,4988
29786,4989
11356,4
10747,174
10747,171
10559,12
20697,788
20697,174
2621,65402
2621,21
10479,54043
10479,4
10479,14159
125709,
49721,9
49721,45441
49721,1380
2006,857
2006,5
17339,5
11305,60620
11305,182
13665,41
13665,13309
12309,81144
12309,81142
12309,81143
1552,33
1552,23
106,342
106,1885
106,25
10333,5
11027,14309
11027,1176
11027,21541
123757,92460
123757,3906
10468,5
1359,15231
1359,35
1359,6455
4967,158
4967,9195
4967,53666
31776,1645
31776,37
31776,763
10557,7151
10557,6705
10557,3324
27745,10380
27745,6705
13776,21
26291,1930
10784,4928
10784,634
10784,1704
10242,19754
16347,174
4825,28205
11654,21
11654,116831
10518,4
11977,41
11977,174
18041,172
18041,19507
18041,79
14736,4319
3536,98728
3536,33
3536,10308
1443,70
1443,15231
10424,4
28971,11945
9456,4030
9456,6455
9456,65403
889,56
889,33
10564,32803
10564,25
15723,1403
15723,7626
19600,
125537,
452,76
452,639
36234,24827
36234,3287
39283,6086
65460,20235
65460,4527
55667,
12476,68948
12476,3772
12476,68949
5241,1886
5241,1887
98,33
98,1645
98,14440
47724,
11129,2920
11129,2937
1058,41
1058,651
1058,652
42159,
16395,11757
38925,5
38925,135500
13105,1812
13105,8791
13105,25
22501,7014
22501,10714
22501,3324
5491,10210
5491,1403
5491,7406
10560,5
19419,33
19419,3929
23531,48357
10688,14
10688,4731
17889,21
39391,174
31516,21
5683,1951
5683,174
113279,
12518,12
12518,5
12518,97
10567,6125
10567,2
10642,5
9285,2364
9285,7
10569,7
21879,15058
21879,1382
24918,1296
24918,11717
24918,46412
955,4
955,44
955,51199
8584,961
8584,158
8584,9195
47295,
11332,1472
11332,4506
11332,23143
16093,3138
29372,
962,1315
30588,1315
30588,60
668,7576
23518,4
23518,3810
23518,516
691,60
691,7576
691,10761
44018,10901
44018,875
44018,14683
698,60
698,7576
698,10761
682,60
682,7576
682,10761
28973,1315
28974,1315
28974,11511
22994,1432
9600,508
9600,25
38006,1313
38006,1314
2768,4
2768,27349
24920,15868
24920,1701
24920,2185
21,13723
10911,18705
10911,5
10102,1415
10102,918
10102,16352
26912,1314
26953,4867
26954,4867
26956,4867
26957,4867
26958,4867
80287,95585
80287,4255
6003,4
6003,1216
6003,2008
23939,10210
23939,174
11072,1296
11072,174
23069,14538
21299,50505
21299,2
21299,14538
38802,14538
13368,4
985,17877
985,12226
14002,10986
541,3266
21137,64233
36724,138307
938,5755
938,7508
938,10560
10648,174
10648,171
11368,13949
11368,13950
11368,11273
10875,480
10875,1648
10875,19534
2075,634
2075,25
1551,5738
1551,5
22500,875
22500,16171
22500,68945
10246,2124
10246,10313
10246,25
19698,4281
19698,25
23919,2124
23919,10313
23919,396
18835,2287
18835,33
26554,3052
15239,3052
28165,3052
28169,3052
15762,559
15762,1174
169,1302
169,840
169,1885
865,23005
865,964
865,965
9663,5
9663,8805
9663,7585
26889,
10128,21451
10128,25
9659,2537
9659,11962
9659,8831
8810,2537
8810,174
9355,2537
1727,33
1727,10201
1727,12646
635,559
635,13721
635,24905
10068,11670
10068,22297
10068,22298
11495,10308
11495,33
11428,5
11428,23308
11428,23309
10117,1885
10117,1887
35936,3324
35936,14
35936,614
25562,4
51763,14
73079,15847
73079,174
38921,3959
38921,174
35463,32793
35463,21
9679,9195
9679,130
51333,3804
51333,1178
51333,763
17771,806
17771,181
17771,608
10264,4564
10264,152
10264,89144
31657,60
31657,1324
31657,18091
29204,4921
29204,4922
29204,5
17814,888
17814,3403
11879,484
11879,13956
11879,13957
21128,1930
482,12145
482,21
592,4
592,14120
592,536
31593,60
31593,14574
12611,4988
12611,25
14328,19424
14328,25
9040,4
9040,499
9040,612
25364,4
43002,3810
5121,33
5121,1865
195,4
6978,965
6978,25
3133,1461
3133,11535
3133,11536
643,344
643,105448
643,383
10571,7405
10571,13158
479,4
479,258
479,1947
7450,11050
7450,11231
7450,25
31023,10050
31023,9335
31023,18332
25636,4620
7443,521
7443,297
7443,7981
2123,1156
2123,25
2024,347
2024,762
2024,9269
17711,11391
17711,32809
2133,16061
2133,18990
2133,174
29946,7799
29946,2370
28774,57986
28774,5570
28774,57987
11598,95947
11598,3894
11598,95948
9702,915
9873,41
16820,41
16820,3597
14864,41
15379,1444
15379,13549
12764,13549
12764,1444
27352,13549
27352,1444
8348,171
8348,60
24099,6313
24099,36113
24099,48754
17897,5
16094,12
16096,12
12706,201
12706,181
12706,11332
4244,2
4244,114579
4244,114580
4247,10958
4247,1607
4247,1608
20770,4131
20770,1632
20770,2499
1050,645
1052,650
1052,60762
1052,21
20540,93659
20540,517
20540,9266
23655,
1788,4
1788,959
1788,11317
32275,62
32275,614
36657,19551
36657,431
36657,9168
44490,4089
44490,29603
44490,2188
47585,
36047,10210
2655,11395
2655,25
2655,7
12599,4570
12599,76467
12599,76469
93,5
9278,10210
9278,174
18118,18705
18118,5
11940,32838
11940,5
24167,512
24167,2260
24167,8894
10276,9195
10276,8830
19380,10210
19380,174
13783,2806
11624,60
15867,60
11686,60
29263,79897
29263,79898
29263,89299
11830,13255
11830,64128
12107,33
12107,23
10401,36213
10401,461
10401,23446
32640,3324
32640,3753
32640,1382
10641,126
10641,21
6282,9195
6282,130
9383,5
9383,14440
9383,9269
5551,76068
5551,79
5551,171
27723,7055
27723,7056
2360,8
2360,1094
2360,1095
28043,12711
28043,12240
28043,13862
33468,12335
33468,9266
21866,89137
21866,174
33408,10210
33408,174
11589,3057
11589,5940
11589,21
15158,3046
15158,3146
15158,33
16139,3146
16146,3146
26515,484
26515,29393
26515,60
11856,959
11856,275
13567,2775
13567,95947
10860,1177
10860,559
8420,2486
18391,41
18391,4764
18391,135171
20850,15314
27452,6
38548,148178
20438,35929
20438,10565
46991,189
46991,11773
46991,104
10391,42221
10391,4
10391,4564
14195,62072
14195,5359
14195,104
15665,
10393,174
10393,788
10393,8807
18168,3324
18168,16836
18168,1898
8843,26084
8843,26083
8843,12
10643,49301
23618,4319
23618,14152
23618,746
37136,4
37137,4
23283,60
23283,4213
3110,4
14698,11356
14698,12611
14698,12612
11694,11585
11694,5
9651,76460
9651,76461
9651,76462
11398,421
11398,1403
11398,10210
1588,919
19150,9195
41282,40276
12211,2737
12211,7405
10480,65403
10480,37
10480,278
80713,357
80713,36920
80713,6878
10685,33
10685,143567
10685,143568
1619,
786,5
786,485
786,7
14805,97
14805,174
51179,8993
51179,58257
46119,1422
46119,67882
18074,14159
18074,10157
18074,915
10562,7799
10562,906
12212,333
12212,11317
12212,53473
14629,43
16,53671
16,8
16,76
13785,97
34299,
22597,38764
22597,105850
19348,3635
19348,3287
10637,130
10637,72824
10637,72823
9003,1950
9003,15338
9003,15339
9064,15339
9064,1950
9064,10170
11569,7405
11569,15342
11569,15343
10434,8366
10434,480
39113,9266
469,49393
2160,79401
2160,25
2161,25
3073,10330
911,33
10973,10330
10787,33
43109,10747
9507,559
27475,77413
27764,4527
27767,4527
40760,4527
40446,4893
24664,4319
24664,12
20455,2106
20455,5822
20455,11232
10461,10210
10461,22351
10461,1403
1485,21
1597,11391
1597,33
1597,41248
641,2188
10687,73949
10687,508
10687,1363
63956,
6521,995
6521,107254
6521,2108
10763,2188
10763,11487
16888,2822
21142,
78140,36359
2134,40552
2134,4864
28605,17429
28605,1212
42797,21
13465,2
13465,3166
27033,4
20367,16466
71,694
71,288
71,686
1636,73949
1636,508
1636,25
10647,788
10647,174
10647,870
13762,1950
12207,2521
12207,130978
12207,2734
11531,15160
11531,2188
24100,12
4327,5
4327,9269
4327,10239
4958,316
4958,1755
4958,1171
9678,2608
9678,1565
9678,12
11978,711
8870,53997
8870,79
8870,172
14295,68304
14295,11351
14295,691
681,60
681,7576
681,10761
11372,4377
11372,1155
8452,11317
10862,14
8871,33
8871,23
8871,142395
34045,11594
34045,6039
34045,3324
16340,4
16340,2348
16340,59150
10481,2
10481,10472
10867,14
10867,1702
10876,75937
10876,43
10876,376
9741,3683
9741,17032
9741,12236
146,2269
146,2798
146,10565
11849,12
11849,1885
11849,8933
11983,97
11983,174
11983,788
11678,9269
11678,5
2669,10308
2609,4
12714,4
12714,477
708,60
708,7576
708,10761
1857,2598
1857,2301
1857,3313
10673,25
2604,33
2604,4198
10132,8814
10132,5231
10132,33
11064,1885
11064,33
11064,1302
107,3287
107,13419
107,5
40820,5
392,65781
392,14
392,903
8859,1088
8859,25
11688,6125
11688,2
12509,89425
12509,89312
3981,4
711,415
711,50830
711,414
2046,126
2046,11462
5001,1815
5001,1816
8358,4171
8358,11395
8358,25
5994,33
25520,247
25520,718
25520,744
1493,79
1493,97
1493,172
134,2092
134,33
134,9195
21991,8
21991,21760
21991,23034
10577,65507
10577,7405
10577,2811
21355,14
21355,5
29122,5
29122,16061
29122,16062
11973,12
11973,335
1900,987
1900,58333
1900,7380
44853,163
44853,718
44853,803
10873,288
10873,831
10873,62927
26719,4565
15739,5
15739,2070
15413,19507
15413,4657
15413,61896
2623,4
2623,1176
11209,60
11209,2532
11209,12187
13715,41
43258,517
43258,17736
10655,8609
10655,9313
10655,12
9989,376
9989,1171
9989,1172
18828,9195
9816,746
9816,53673
20637,
5955,10210
5955,1403
5955,12263
17474,21
11191,3344
11191,798
2613,89313
2613,89314
2613,25
22021,9266
22048,9266
17006,60
17006,5441
17006,21149
26333,21
16723,12
2018,870
2018,869
2018,65403
10499,37826
10499,588
47943,24475
47943,744
47943,24476
74340,559
74340,7401
5709,33
5709,19909
11215,60
11215,8795
26477,4
10937,13549
10937,1444
10937,70
4639,41
4639,3952
96,30
96,4
96,10288
90,4
90,30
90,10288
11028,4255
19324,122019
19324,33
19933,2499
19933,7339
19933,2
12919,10531
12919,3484
12919,9195
15785,41
15785,3643
31701,37672
31701,3267
17159,30
10110,56
10110,174
18935,10531
18935,9195
18935,36791
764,467
15658,52144
4918,364
28368,559
52780,35535
26156,484
26156,134055
34101,9118
32054,5
2614,56
2614,4357
2614,174
12704,5
580,33
24828,5
13703,5263
13703,5264
13703,25
36914,559
36914,23
36914,145582
1547,174
42010,1887
2608,4535
32058,41
32058,11616
10019,1648
10019,25
11649,6455
11649,1444
11649,13549
13509,559
13509,964
13509,965
51521,12
34379,
24940,3929
37302,2969
37302,3226
10984,172
10984,79
10984,174
843,539
843,540
843,148854
318,1490
12806,14245
12806,9335
9740,10308
9740,33
9740,1645
10878,79
10878,172
10878,5
7093,104
16300,4
16300,11462
19405,3475
1921,788
1921,174
1921,787
44412,719
44412,2150
44412,763
21620,
23685,436
23685,89626
23685,25
12138,10210
12138,1403
12138,174
48217,280
48217,6982
48217,83
6073,55852
6073,506
6073,2253
25208,37497
25208,10146
25208,1403
19513,236
19513,547
19513,1422
2749,12
2749,376
2749,11391
10050,7405
10050,14
95682,
2302,559
2302,11407
32686,
51802,60
51802,2159
29492,1950
29492,2165
29492,4956
25447,4391
25447,4392
19490,798
38805,5214
2428,13579
22013,60
15598,4
15598,1575
62127,51207
62127,51208
62127,51209
56137,364
56137,4397
56137,14377
17965,9266
33250,4
14460,1950
9594,3470
9594,3603
9594,5
4986,1138
4986,17446
2453,22058
2453,22059
2453,21
33676,5337
33676,5338
4587,41
11454,484
11454,67627
38718,6919
38718,7541
38718,87839
4192,1581
4192,538
14052,79025
14052,10201
14052,25
16889,5264
16889,10201
16889,5263
26580,4319
21309,3952
21309,3953
16263,1950
4985,4
20704,4
853,4
853,551
853,22182
10877,79
10877,172
10877,174
5257,13674
5257,85681
77,491
77,506
77,598
10833,1302
10833,21
20309,89629
20309,1156
20309,25
12658,13769
12658,711
10054,10807
10054,7405
10054,14
10646,497
10646,5
2575,3201
2575,5
55,5084
55,110056
65075,
44379,14683
2043,4
2043,902
2043,903
4133,12
56715,5330
56715,9
56715,915
10991,3035
10991,89163
10991,12288
15940,284
15940,52607
15940,718
26791,127995
634,10163
634,13323
10956,2608
10956,5
19366,2527
19366,33
19366,24851
9519,1271
9519,7337
9519,1380
13898,2835
9290,11600
9290,11601
9290,11602
13166,1171
13166,508
13166,10104
32590,1483
32590,2188
52654,
70282,24002
111,33
32488,11496
32488,174
10477,54502
10477,1171
10477,1403
2144,987
24113,12
1734,33
1734,11462
4973,147
4973,1790
849,553
849,5
27223,12552
27223,360
39266,580
39266,9277
11307,8792
11307,174
11163,7508
18691,13479
3784,4
11936,1549
11936,9
25221,10535
25221,25
19494,630
19494,25
40842,25
19357,4
19357,68621
33743,893
33743,5
9062,4
9062,128461
11174,3539
11174,6181
11174,8229
934,18844
934,222
934,603
9476,5
9476,1423
9476,53008
37691,697
37691,983
14268,
5852,10210
5852,89132
5852,89133
808,521
808,7
808,520
49453,
824,25
824,240
676,130
676,9195
26813,793
26813,83
26813,17873
29572,104
29572,33
29572,36765
50541,5
26255,11018
26255,25
1406,12
1406,5
1406,97
13554,41
17664,60
17664,10699
41050,17871
41050,142
41050,17872
1632,41
966,20931
966,219
966,60
301,174
301,73577
11896,41
25538,1195
25538,30241
25538,30242
5923,6304
5923,599
5923,25
15497,25
21876,69791
21876,25
11090,2608
11090,497
21056,3895
9397,5
9397,7
9397,2364
9705,79
9705,1885
9705,46458
26475,178
26475,8
26475,84361
29937,13965
29937,487
10364,4
10364,73862
32458,11
32458,294
32458,295
1089,25
1089,1644
1089,182
9967,4
17494,25
17494,1644
17494,182
17465,60
17465,4357
759,25
10297,25
10653,1317
10653,25
9576,932
9576,2154
9576,4267
10865,6125
10865,2
1995,4
1995,657
1995,762
10808,1301
10808,1302
9799,26281
9799,33
9799,333
644,56
644,385
644,7
16161,1947
16161,5
10691,9195
10691,12548
10615,
47596,
11826,43
11826,4169
11826,6705
9301,96
11444,9
11444,11037
11444,104
60670,9
60670,22997
60670,356
55551,3883
55551,792
55551,3984
10992,79
10992,172
10992,1757
2140,6896
2140,104
2140,25
4248,10958
4248,1607
4248,1608
17612,7640
17612,18159
3134,1285
3134,5942
3134,7009
8217,41
22478,
26483,4519
26483,9266
24382,1082
11286,16311
11286,25
11286,2521
11950,174
11950,9046
36245,1825
36245,4781
36245,534
26573,9266
23439,4820
23439,9266
10728,12372
11697,4
11697,10698
6106,3952
22477,
19200,41
11300,41
11300,65328
28650,14148
28650,9266
43316,10330
34689,12112
34689,20159
10238,7445
10238,2302
4789,40652
4789,1735
18030,3428
18988,494
18988,18135
11536,60
11536,516
10339,14373
10339,174
976,613
69605,10330
65632,10000
65632,1714
4780,1762
4780,5
11906,3570
11713,2521
9589,39822
9589,1001
9589,1627
12481,2521
13333,2521
13333,3526
13938,559
13938,2730
13938,3088
10540,7965
10540,7966
10540,19404
9462,2521
9462,3526
82623,
2114,20033
2114,96629
2114,4164
8835,2527
8835,21
11371,19552
11371,4
11371,551
78248,54378
78248,75511
78248,88331
9517,694
9517,126041
9517,15231
25985,1002
25985,6705
15745,2188
15745,56222
15745,43498
24977,3447
36107,79532
36107,79533
36107,79534
13794,3447
13795,19130
13795,48942
13795,7506
38965,54851
38965,1950
47817,8172
47817,3267
31052,174
10868,90738
10868,4
9395,174
14506,1755
14506,1593
14506,11352
2,2303
26044,174
14911,559
14911,4109
15592,9195
15592,10535
15592,10282
15267,4923
12710,9195
12710,554
30502,4
19382,33
19382,2070
9599,559
9599,42225
17170,67823
17170,60
17170,932
18509,4357
18509,174
110428,78987
110428,11433
110428,104
7520,10201
7520,9195
7520,554
10126,41
9602,30
9602,4
23752,41
3980,12
3980,1531
3980,1532
27397,174
9748,9195
9748,8911
40095,1950
40095,8043
10651,171
10651,174
10141,41
27362,9210
27362,30966
27362,30967
26386,36791
26386,9195
26386,554
25884,174
26355,559
10675,174
10130,4357
10130,33
10130,174
2617,33
2617,477
21362,927
21362,4109
20443,41
49365,54531
11347,14221
12144,1
12144,33
12144,56
13704,1302
13704,25
12505,5
41963,21
13482,33
34014,33
12120,6313
12120,6314
47818,33
3543,1448
3543,39613
3543,162
9604,275
9604,80485
9604,5280
10925,469
10925,4763
10925,4764
13965,2847
13965,14094
13965,554
24266,4293
24266,96090
24266,101157
18197,2957
18197,1176
11503,33
11966,496
11966,559
2605,427
2605,496
2605,559
8740,8677
41428,109088
41428,6853
41428,12267
8337,33
8337,17823
8337,17824
28176,1
28176,70
9493,33
12582,41
12582,1155
10001,174
11352,56
11352,33
11352,60
12500,1444
12500,13549
1648,41
4105,1561
4105,4
4105,14361
22711,9195
19124,10201
19124,559
10142,5
3064,559
10134,1444
10134,13549
21291,33
21291,56
30352,9195
15142,12360
15142,4233
14550,33
14550,23
2210,78875
2210,484
2210,27023
21721,1087
21721,419
11828,6181
11828,11352
11828,59354
10551,559
10551,1073
10551,22639
20713,41
20713,6133
20713,6135
27461,4
27461,16978
1380,25
1380,1648
11465,41
17190,9195
17190,5842
9085,4
17819,174
14776,3150
14776,20076
29185,9195
32059,21
505,276
505,277
505,275
4486,310
4486,806
10345,1073
10345,33
10222,4255
10222,1444
12774,1755
12774,1704
12774,47
14621,8828
14621,174
19118,4
15138,1302
15138,6092
15138,12360
9494,8821
9494,559
17362,559
17362,8036
9942,4
9942,932
9942,10210
8216,11
4296,59646
4296,1648
24739,59403
24739,3952
9686,9195
27418,1176
27418,174
39002,12
39002,7588
31606,41
37146,1176
37146,174
20006,171
20006,174
8867,1950
331,33
331,56
11467,5
11467,497
11467,1560
327,11561
327,567
327,528
1548,2130
1548,216
1548,247
13403,12
13403,1422
869,8601
869,25
869,80
552,317
36095,880
33379,40892
33379,3857
33379,21
2171,1002
2171,33
41946,1405
41946,14498
41946,84954
10135,60
10135,206
10135,1885
19236,13122
19236,11757
60276,57417
12150,33
11185,559
47045,6313
47045,5
12478,10210
12478,3195
12478,25
25155,894
65015,14590
65015,14591
24077,6197
24077,4878
24077,10163
9618,4357
9618,174
31608,10282
31608,9195
22102,6313
22102,5
6951,554
6951,9195
11959,19029
11959,41
2616,477
2616,33
249,216
249,18
249,25
183,33
183,275
183,20986
8494,2509
8494,559
26535,11707
26535,14225
41784,806
41784,2480
41784,5368
27431,1400
27431,3570
27431,619
2148,41
2148,427
2148,991
31941,79727
27813,37061
2057,1171
2057,13816
2057,10103
9880,65559
9880,2
9880,26423
5175,12
41951,11036
41951,10784
41951,11035
11385,4
11385,10696
4484,60
4484,64
4484,16058
44258,5845
44258,27405
20391,4
20391,12049
20391,171
12584,10308
12584,4
70042,
11542,174
17169,174
17169,171
39176,41
39176,538
19267,39985
2770,33
2770,2200
2770,3169
12610,1156
12610,2785
12610,174
1933,44
1933,104
1933,692
13496,10210
21055,1632
24936,26927
10972,987
10972,2065
10972,236
1722,33
1722,14
9896,3857
9896,4
9896,11462
9683,9195
2779,1824
2779,7
2779,21785
2294,7405
2294,16934
2294,14
10016,51312
10016,3287
10016,23895
26602,2184
26602,174
22230,4059
13966,288
13966,185
742,321
742,76
742,2801
15104,9118
15104,36959
8922,60
8922,70
8922,995
11065,7405
11065,816
11065,15700
16314,9195
18885,559
18885,27085
18885,37015
40508,559
16307,632
11370,4077
11370,10828
11370,16850
12508,89134
12508,788
12508,89135
25462,3287
18734,108927
18734,2341
44321,10393
44321,223
44321,29467
58062,140034
58062,140035
58062,140036
2176,333
2176,5
20857,4
20857,3859
20857,3858
22617,4120
22617,4121
75386,
2185,9195
10696,89627
10696,89628
10696,415
2034,24939
2034,79
2034,172
21538,
48834,3324
48834,8366
48834,39237
31016,838
32567,7492
12537,5417
9028,1398
9028,2259
16180,1036
16180,25
11521,41
21028,344
27327,3302
27327,25
29756,10324
20115,36546
20115,119743
20115,1583
30295,5038
25767,4448
22874,12607
22874,174
11576,60
11576,8040
43860,4978
43802,6
43802,28205
9660,10330
15393,33
248,1044
1644,25
12502,634
66092,1950
10373,14312
10373,14313
13766,13671
13766,25
16380,4
12103,79
12103,172
12103,508
11313,97
11313,79
11313,174
9398,2933
9398,4
9398,79
45864,72874
45864,72877
45864,72878
10866,1171
10866,508
10866,7161
34549,2
34549,4194
9778,870
9778,14
9778,21518
58429,10046
58429,44709
58429,44710
16121,898
40220,52704
166,28766
166,9
166,7961
1623,25
40932,538
13550,2764
16769,33
42158,1177
42158,5
1716,53
1716,10897
1716,6849
3172,1171
3172,13816
3172,52944
17708,9195
17708,3929
12780,2521
12780,3618
12780,5551
570,15130
570,243
570,79023
1018,373
1018,635
1018,636
25641,40697
25641,16850
25641,2017
16767,11671
16767,1393
16767,528
