company_id,company_name,country_id
11142,Cinema Group Ventures,
36555,Famous Players,
47894,Haliburton Films,
6262,Space Productions,
6270,Cinépix,CA
37255,Dalco,
24315,TMS Pictures,US
7878,Smash Pictures,
91820,STK Films,
1632,Lionsgate,US
31660,Okko Production,CZ
5372,OLM,JP
5261,Shogakukan Production,JP
24724,Marquis Films Ltd,
52648,Paddy Wagon Productions,
2289,Abandon Pictures,
5993,Curb Entertainment,
20778,First Film Company,
13630,Darryl F. Zanuck Productions,
8791,Sherwood Productions,
8847,Olmos Productions,US
67823,Star Partners,
32951,Venice Productions,
1138,Filmways Pictures,
12273,Sanford Productions (III),
1361,Compton Films,
1754,Tekli British Productions,
1167,Phalanx Productions,
14719,Baltimore Spring Creek Pictures,
931,HAL Films,
551,Mandalay Pictures,US
2159,Hal Roach Studios,US
1875,Produzioni De Sica,
9210,Film Four International,GB
67713,Parkes/Lasker productions,
1812,Aaron Spelling Productions,US
2807,India Take One Productions,
21540,Mary Pickford Company,
1234,Réalisation d'Art Cinématographique,FR
5409,Bing Crosby Productions,US
6090,Selmur Productions,US
2608,Happy Madison Productions,US
6370,Quinta Communications,
3982,Darkwoods Productions,US
2441,Fandango,IT
15266,BBS Productions,US
135692,Last Picture Show Productions,US
5040,Morningside Productions,US
5555,Global Medien KG,
58331,Franklin/Waterman Productions,US
179,The Magnolia Project,
5028,CanWest Global Communications Corporationt,CA
5029,Onegin Productions,
741,Emotion Pictures,
19866,Zeal Pictures,
4541,Raybert Productions,
14595,Pando Company Inc.,
14687,Remus,
431,The Donners' Company,US
4198,Ixtlan,
2605,Gran Via Productions,US
679,Timnick Films,
7449,Clear Blue Sky Productions,
15130,Urania Pictures S.r.l.,
4059,Independent Film Channel,US
125687,Fourth Floor Pictures,
104710,Channel Four,
1403,Franchise Pictures,US
20375,Hammerhead Productions,
23587,Screenland Pictures,
13945,Rastar Productions,
60832,Corona-General,
2992,Acrobat Productions,
2993,Bright-Persky Associates,
734,Producers Circle,
8794,Refugee Films,
19423,Cinema Verity,
8779,WW Production,
7281,British Film Institute,GB
11895,Artificial Eye,
46043,Allarts Enterprises,
3212,Teshigahara Productions,
3968,John Woolf Productions,
93483,Coffee Stain Productions,
75678,Film Andes S.A.,
6705,Film4 Productions,GB
5350,Japan Satellite Broadcasting (JSB),
12917,Atkinson/Knickerbocker Productions,
23236,Sandollar,
77,Milestone Productions,
11387,Les Artistes Anonymes,
11264,Bad Lt. Productions,
11342,Brood Syndicate,
20088,B.D.S. Productions Inc.,
15292,Quintet Productions,
12443,Newman-Foreman Company,
95596,Snow Day Productions,
38550,Guangxi Film Studio,
93115,Bejing New Picture Distribution Company,
93116,Film Productions Asia,
5017,Mars Production Corporation,
16124,Columbia British Productions,
67153,Nora Ephron Productions,
51772,Nine Yards Productions,
1315,Charles Chaplin Productions,
5419,Edgewood Productions,
19852,Marcel Hellman Productions,
12552,Marty Katz Productions,
8877,Curtis Hanson Productions,
60428,City Block Productions,
135224,Lord-Weaver,
37498,Neverland Films,US
59348,Plywood Productions,
12172,Newton Productions,
12173,NBI Productions,
1010,Marimark Productions,
1009,Crown International Pictures,
19113,Apollo Associates,
19114,FAM Productions,
4756,Friedman-Lewis Productions,
22103,Red Horizon Productions,
354,Orly Films,FR
10344,UGC YM,
21578,NTV-Profit,RU
1953,De Haven Productions,
612,Artists Entertainment Complex,
1322,C.V. Whitney Pictures,
12191,Anthony Productions,
12192,Worldwide Productions,
32793,CST Telecommunications,
16354,Wolper Pictures,
8923,WMG Film,
45440,Geechee Girls,
58245,Héritage Films,
5253,NBC Productions,
601,Blake Edwards Entertainment,
46410,CBS Theatrical Films,
26373,United British Artists (UBA),
85945,britannic,
48772,Hard Eight Pictures,
3169,Zide-Perry Productions,
1121,Price,
21854,Star Partners III Ltd.,
841,Pathé Entertainment,US
13298,Oregon Film Factory,US
13300,Stage III Productions,
13282,21st Century Film Corporation,
21335,Death Wish 5 Productions,
30900,Mirage Studios,
53677,Clearwater Holdings Limited,
969,Golden Harvest Pictures,
774,Valkyrie Films,
6434,MGM Home Entertainment,US
65822,Michael Mann Productions,
19465,John Davis,
89439,Friendly Productions,
37740,Varahonar Company,
4878,Virgin Vision,
41956,Two Arts Ltd.,
3853,Stampede Entertainment,
22820,Rossen Films,
6091,Atelier 41,
880,"Daiei Motion Picture Co., Ltd.",JP
11458,Julia Phillips and Michael Phillips Productions,
4561,Cohiba Pictures,
15117,New Visions Pictures,
13914,Feature Productions,
87385,Wallis-Hazen,
15058,Casablanca Filmworks,
36859,Capella Films,
77883,Unit Four,
77882,Creative Unit of Writers & Cinema Workers,
4988,Frank Yablans Presentations,
4989,Regina Associates,
65402,JLT Productions,
54043,Munich Film Partners & Company (MFP) ROE Production,
45441,Gaumont Production,
857,Julian Blaustein Productions,
60620,Mystery Train,US
81144,Twin Continental,
81142,Bachelor Party Productions,
81143,Aspect Ratio Film,
14309,CIP Filmproduktion GmbH,
21541,Northstar International,
92460,Complex Corporation,
53666,Triple Threat Talent,
7151,Assassin Films,
10380,Nitrate Film,
634,ABC Pictures,
19754,"Associates & Aldrich Company, The",
116831,The Richard Shepherd Company,US
172,NPV Entertainment,US
98728,Canal Plus Image International,
11945,Celebrated Productions,
4030,Jeff Most Productions,
65403,IMF Internationale Medien und Film GmbH & Co. Produktions KG,
32803,Wind Dancer Films,
7626,Trigger Street Productions,US
76,Zentropa Entertainments,DK
639,DR TV,DK
6086,New Horizon Picture Corp.,
20235,New Horizons Picture,
68948,Third Elm Street Venture,
3772,Heron Communications,
68949,Mega Entertainment,
1886,DDM Film Corporation,
2920,Irish Screen,
2937,Fruit Salad Films,
651,Breathless Associates,
652,Miko Productions,
11757,Produzioni Intersound,
135500,Ebbets Field,
7014,Hungarofilm,
10714,Télécip,
7406,JTP Films,US
48357,Hi-Rez Films,
4731,double A Films,
2364,The Montecito Picture Company,US
11717,The Twelve Chairs Company,
46412,Universal Marion Corporation (UMC),
51199,Munich Film Partners & Company (MFP) MI2 Productions,
1472,Delux Productions,LU
23143,Continent Film GmbH,
3138,Harcourt Productions,
3810,Joel Productions,
10901,Ministère de la culture,FR
14683,Ciné Tamaris,FR
11511,Regent,
1313,Clarion Films,
15868,Medusa Distribuzione,
1701,Dania Film,
2185,National Cinematografica,IT
18705,Highroad Productions,
1415,Capitolina Produzioni Cinematografiche,
918,Films 66,
16352,Mara Films,
95585,Zealcorp Productions Limited,
4255,Kings Road Entertainment,US
2008,BHE Films,
14538,Mulberry Square Productions,
50505,Embark Production,
17877,Libra Films,
12226,American Film Institute (AFI),US
10986,Magidson Films,
3266,Otto Preminger Films,
64233,Spheeris Films Inc.,
138307,I.R.S. World Media,
10560,Arturo González Producciones Cinematográficas,
13949,River Road Productions,
13950,Foxton Entertainment,
480,Tobis,DE
5738,Stonebridge Entertainment,
16171,Col.Ima.Son,
68945,Revcom Télévision,FR
10313,Astral Bellevue Pathé,
4281,Simon Reeves Landsburg Productions,
2287,Unity Productions,
23005,Braveworld Productions,
8805,Industrial Light & Magic,US
11962,Crossroads,
8831,Mad Max Films,
12646,The Badham-Cohen Group,
13721,Winkast Film Productions,
24905,Union,
22298,Galactic Films,
23309,Ion Pictures,
15847,MTM Enterprises,
3959,Nelvana,CA
3804,Shakespeare Film Company,
1178,Pathé Pictures International,GB
608,Dor Film Production Company,AT
89144,Marquis,
18091,Jayne Productions Inc,
4922,Aspen Productions,
3403,The CKK Corporation,
13956,F/M,
13957,Near Dark Joint Venture,
12145,Shaft Productions,US
14120,The Directors Company,
14574,Gurian Entertainment,
19424,Thompson-Paul Productions,
499,De Laurentiis Entertainment Group,
1461,Pressman-Williams,
11535,Jill Jakes Production,
11536,Badlands Company,
105448,Goskino USSR,SU
383,Gos,
13158,Punch 21 Productions,
10050,TVG,ES
18332,Las Producciones del Escorpión S.L.,
4620,Evenstar Films,
1156,Conundrum Entertainment,
32809,Wildbrain Entertainment,US
16061,Baltimore Spring Creek Productions,
57986,The Picture Property Company,
57987,Pheasantry Films,
95947,United Film Distribution Company (UFDC),
3894,Kentucky Fried Theatre,
95948,KFM Films,
3597,Dodi Fayed - Jack Wiener,
36113,Zupnik-Curtis Enterprises,
48754,Chevy Chase Films,
11332,La Sept-Arte,FR
114579,Chester Films Inc.,
114580,Junction,
10958,Brad Grey Pictures,
1607,Gold/Miller Productions,
1608,Wayans Bros. Entertainment,
4131,Ignite Entertainment,
645,"Imar Film Co., Ltd.",
650,Bridge Films,
60762,Carlo Ponti Production,
93659,The Pawnbroker Co.,
959,IndieProd Company Productions,
4089,Blow Up Pictures,
29603,Flan de Coco Films,
11395,ImageMovers,US
4570,4Kids Entertainment,
76467,GAME FREAK,JP
76469,JR Kikaku,
32838,Andor Films,
512,Cocinor,FR
8894,Société Générale de Cinématographie (S.G.C.),
2806,South Australian Film Corporation,AU
79897,Progress Communications,AR
79898,Historias Cinematográficas,AR
89299,Cinemanía,AR
13255,New Century Producers,JP
64128,Itami Productions,JP
36213,UGCF,
461,Les Films Christian Fechner,
23446,Sofica Sofinergie 5,
3753,Kismet Film Company,
7055,New Oz Productions,
7056,Red Horse Films,US
1094,Homerun Productions,
1095,Portman Entertainment Group,
12711,Emmepi Cinematografica,
12240,Galatea Film,IT
13862,Alta Vista Film Production,
12335,Rex Carlton Productions,
89137,Second Street Films,
3057,Katzka-Loeb,
5940,Avala Film,RS
3046,Spacegate Productions,
3146,Starway International Inc.,
29393,Lion Films,US
2775,American Eagle,US
2486,Iéna Productions,
135171,Easy Money Associates,
15314,Aeteas Filmproduktions,
148178,Cho Taussig Productions,
35929,Thunderhead Productions,
42221,Munich Film Partners & Company (MFP) BTC Productions,
5359,Artic Productions LLC,
8807,Dylan Sellers Productions,
16836,Venus Productions,
26084,Caro-McLeod,
26083,Katira Productions GmbH & Co. KG,
49301,"Toho Pictures, Inc.",JP
14152,Latham Entertainment,
4213,Sol Lesser Productions,
12611,Academy Pictures Corporation,
12612,Camp Films,
11585,Harold Hecht Productions,US
76460,St. Michael Finance Limited,
76461,Artistry Limited,
76462,Investors In Industry PLC,
40276,Skipped Parts Productions,
357,Vía Digital,ES
36920,Maestranza Films,
6878,Canal Sur,ES
143567,Lewitt / Eberts Productions,
143568,Choi / Niami Productions,
8993,Film Development Corporation,
58257,Circus Pictures,
67882,G2 Films,
906,Revelations Entertainment,US
53671,Lantia Cinema & Audiovisivi,
38764,Banner Entertainment,
105850,Meanwhile Films,
3635,20th Century Fox Home Entertainment,US
72824,Run It Up Productions Inc.,
72823,Technical Black,
15338,Cinemarque Entertainment BV,US
15339,Film Futures,
49393,Cinesthesia Productions,
79401,Windsor Productions,
10747,Hollywood Pictures Corporation,
77413,Santa Fe Productions (I),
4893,New Concorde,
41248,Nancy Tenenbaum Films,
73949,KirchMedia,
995,Cinerenta Medienbeteiligungs KG,DE
107254,Cinecontender Internationale,DE
2108,Battleplan Productions,US
36359,Billy Jack Enterprises,
40552,Galaxy Films Inc.,
4864,George Pal Productions,
17429,Taryn Productions Inc.,
16466,Producers Releasing Corporation (PRC),
686,Tiger Aspect Productions,GB
130978,Hong Kong Stuntman Association,
2734,Paragon Films Ltd.,HK
10239,Tall Trees Productions,US
1171,Epsilon Motion Pictures,CH
1565,Avery Pix,US
53997,Mars Production Pty. Ltd.,
68304,Crush Entertainment,
11351,Hart-Sharp Entertainment,
4377,Associated General Films,
142395,LUNI Productions GmbH and Company KG,
11594,Passion Pictures,GB
6039,Arthur Cohn Productions,
10472,Cruella Productions,
75937,Charenton Productions,
3683,Limited Edition Productions Inc.,
17032,Barry Mendel Productions,US
12236,Blinding Edge Pictures,US
2798,Columbia Pictures Film Production Asia,
8933,Sweetpea Entertainment,
2598,Hasbro,
2301,Marvel Productions,US
3313,Sunbow Productions,US
8814,Ten-Four Productions,
65781,Fat Free,
89425,Zeke Productions,
50830,Finding Forrester Productions,
1815,El Mar Pictures,
1816,Grandview Pictures,
4171,Playtone,US
2092,Mike Zoss Productions,US
21760,Filmtown Entertainment Group,
23034,El Dorado Pictures,
65507,Wes Craven Films,
2811,Neo Art & Logic,
16062,Bayahibe Films Ltd.,
987,USA Films,
58333,Compulsion Inc.,
831,Saturn Films,US
62927,Long Shot Pictures,
4565,Filmhaus,US
4657,Cinema Plus,
61896,Douglas,
2532,Batjac Productions,US
12187,The Alamo Company,
17736,B-M Productions,
8609,TriStar Television,US
1172,Hyde Park Films,
53673,Cort/Madden Productions,
12263,Clyde Is Hungry Films,
3344,Night Light Films,US
89313,Gruskoff/Levy Company,
89314,ML Film Entertainment International,
21149,Front Films,
869,Dee Gee Entertainment,
37826,Studio Babelsberg Motion Pictures,
588,MDR,DE
24475,La Sofica Sofinergie 5,
24476,MG Films,
19909,Westward Productions,
8795,Meyers/Shyer,
122019,Clear Type,
3484,Apollo Pictures,
3643,ERP Productions,
37672,Harris-Woods Productions,
36791,Emshell Producers,
52144,Fries Entertainment Films,
35535,Cineplex Odeon Films,CA
134055,Evenmore/Locomotion,
9118,Samuel Goldwyn Films,US
145582,Questar Entertainment,
11616,Barry & Enright Productions,
2969,Namesake Entertainment,
3226,Cloud Ten Pictures,CA
539,Block 2 Pictures,
148854,Orly Films,
14245,Messidor Films,
719,Film Foundry Partners,
2150,GreeneStreet Films,US
89626,Twitching Image Studio,
280,Cinémaginaire,CA
6982,Epithete films,
55852,Pistolero Productions LLC,
37497,Jersey Shore,
547,Open City Films,US
2165,Balcor Film Investors,
4956,International Cinevision Productions,
4391,Peter McCarthy / Front Films,
4392,Pacific Arts Video,
5214,Rainbow Productions,US
1575,Lewis Gilbert Productions,
51207,Sullivan Street Productions,
51208,Michael Ritchie Productions,
51209,"Radmin Company, The",
4397,The Archers,
14377,J. Arthur Rank Organisation,
3603,Vision International,
17446,Javelin Pictures,
22058,Krisjair,
22059,Laredo,
5337,Tijuana Productions,
5338,Tiberius Film Productions,
67627,Red Dragon Productions S.A.,
6919,Shochiku-Fuji Company,
7541,Sovereign Pictures,
87839,Reversal Films Inc.,
1581,Mersham Productions,
79025,Zacharias-Buhai Productions,
3953,Island,
22182,KC Medien,
89629,Say It Isn't So Productions,
10807,Troublemaker Studios,US
497,Revolution Studios,US
5084,Altavista Films,
110056,Zeta Film (MX),
902,AZL Productions KG,
3035,4 Kids Entertainment,
89163,Kids' WB,
12288,Nintendo,JP
284,DNA Films,GB
52607,DNA Pictures International,
127995,Zion Films,
13323,Little Bird,GB
2527,Marc Platt Productions,US
24851,Riverdale Productions,
1271,Pariah Entertainment Group,
7337,Mushroom Pictures,AU
2835,Jafar Panahi Film Productions,
11600,Bungalow Productions,
11601,Silver Lion Films,US
11602,Vision View Entertainment,
24002,DaWa Movies,
147,Fidélité Productions,
1790,Euro Space Inc.,
580,Leni Riefenstahl-Produktion,
9277,Reichspropagandaleitung der NSDAP,
13479,Edward Small Productions,
1549,Opera Film Produzione,
10535,All Girl Productions,
630,IPC Films,
128461,Love Story Company,
3539,Odyssey Entertainment,GB
8229,Per Holst Filmproduktion,DK
18844,Indusfilms,
222,Société Nationale Pathé Cinéma,
603,Prima Films,
1423,Escape Artists,US
53008,Finestkind,
697,Alta Films S.A.,
89132,AE Two Film Productions,
89133,Angel Eyes Productions,
17873,Les Productions de la Guéville,FR
11018,Penta Pictures,
10699,Mahin-Rackin,
17871,Nepi Film,
142,Silver Films,
17872,Sofitedip,
20931,Alpha Productions,
73577,Armada Productions,
1195,Omega Project,
30241,AtomFilms,
30242,Nemuru Otoko Seisaku Iinkai,
69791,P-R Productions Picture,
3895,Chaiken Films,
46458,Jonathan Krane Group,
84361,Pas de Quoi,
13965,Total HelpArt T.H.A.,CZ
487,Česká televize,CZ
73862,Filmways Productions,
26281,Ardustry Entertainment,
12548,Ufland,
4169,Kanzaman,ES
22997,Légende Films,FR
3883,JBA Production,FR
3984,Entre Chien et Loup,BE
6896,EuropaCorp,FR
7640,Cité-Amérique,CA
18159,Dummett Films,
1285,Toute Premiere Fois,
5942,Take One Productions,
7009,Pan Européenne Productions,
4519,alta vista productions,
1082,Lux Vide,IT
16311,Albert S. Ruddy Productions,
9046,Golden Harvest Company,HK
1825,Spéva Films,
4781,Ciné-Alliance,FR
534,Filmsonor,FR
10698,John Ford Productions,
65328,Religiosa Primitiva,
14148,Saber Productions,
12112,Figaro,
20159,Transoceanic Film,
40652,CCC-Filmkunst,DE
1735,Documento Films,
3428,Parklane Pictures Inc.,
18135,Haworth Productions,
14373,Moulin Productions Inc.,
613,Hecht-Hill-Lancaster Productions,
1762,Yellowbird Productions,
3570,Seda Spettacoli,
39822,CLV-Filmproduktions,
1001,Solaris Film,
3526,Concord Productions Inc.,
2730,Motown Productions,
7966,Outland Productions,
19404,Pinewood Studios,GB
20033,Chris Lee Productions,
96629,Square Pictures,
4164,Square USA,
19552,Horseshoe Bay Productions,US
54378,Fabrica,
75511,Direction de la Cinematographie Nationale,
88331,Renardes Productions,
126041,Lions Gate Films,
1002,Eureka Pictures,US
56222,Cardiff Giant Productions,US
43498,Resnick Interactive Development,US
79532,Large Format Cinema,
79533,Bad Clams Productions,
79534,Flemington Pictures,
19130,Houston Museum of Natural Science,
48942,Alaska Film Partners Ltd.,
7506,Graphic Films,
54851,New World Entertainment Films,
8172,Atlantic Productions,GB
90738,Paramount Pictures (Canada),CA
1593,Laura Films,
2303,Villealfa Filmproductions,FI
4109,Vision PDG,
4923,Brightstar Films,
42225,Palisades California Inc.,
78987,Region PACA,
11433,C.R.R.A.V. Nord Pas de Calais,
1532,Sho Films,
8911,Bigelow Productions,
8043,Helpern / Meltzer,
30966,Stimuleringsfonds Nederlandse Culturele Omroepproducties,
30967,Elsevier-Vendex Film Beheer,
54531,New Sky Communications Inc.,
14221,White Lair,
6314,The Catalina Production Group,
39613,Pelemele Film,
80485,Lone Wolf,
5280,Oak Pictures,
4763,Fox Films Ltd.,
2847,Burrowes Film Group,
14094,Hoyts Distribution,
4293,Cambridge Productions,
96090,Michael Edgley International,
101157,Snowy River Investment Pty. Ltd.,
2957,Double Play,
427,PSO International,
8677,MGS Film,
109088,K2 Spirit,
6853,Kaijyu Theater,
12267,Japan Home Video,JP
17823,Alive Films,
17824,Larry Franco Productions,
1561,Pegasus Film Partners,
14361,Jaffe-Lansing,
4233,Lightning Pictures,US
78875,Earth Girls,
27023,Kestrel Films,
1087,Aurora Productions,
59354,Erik the Viking Film Productions,SE
22639,Regency International Pictures,
6133,Cine Location Services,
6135,David Hannay Productions,
3150,Virgin Films,
277,Roven Productions,
8828,Norman Twain Productions,
8821,Management Company Entertainment Group (MCEG),
8036,Crescent Film Enterprises,
59646,First Millenium Partnership,
59403,Miracle Mile Productions Inc.,
7588,World Wrestling Entertainment (WWE),US
2130,Mr. Mudd Production,US
317,Istituto Luce Cinecittà,IT
40892,Boneyard Entertainment China,
3857,Fireworks Pictures,CA
1405,Fildebroc,
14498,Ciné 5,
84954,Sofica Sofinergie,
13122,Productora Fílmica Real,MX
57417,Cinecom Pictures,
3195,Beco Films,
894,ITC Entertainment Group,
14590,New South Wales Film Corp.,
14591,Arenafilm,AU
6197,LWT,GB
19029,Cinecorp,US
20986,Finnegan/Pinchuk Productions,
2509,Artimm,
11707,Vic Films Productions,
14225,Waterfall Productions,GB
1400,Labrador Films,
619,Terra-Filmkunst,DE
991,Totally Independent,
79727,Katzka-Jaffe,
37061,Basket Case Productions,
13816,Hyde Park Entertainment,
65559,Bottom of the Ninth Productions,
26423,BrownHouse Productions,US
11036,Cinémanuel,
10784,Cerito Films,
11035,Caroline Productions,
10696,Malabar,
64,Les Productions Artistes Associés,
16058,Da Ma Produzione,
5845,Royal Shakespeare Company,
27405,Marat Sade Productions,
12049,Alan Jay Lerner Productions,
39985,Golden Harvest Productions,
2200,Liveplanet,
692,Sogecine,
26927,i5 Films,
2065,Scout Productions,US
1824,Gravier Productions,US
21785,VCL Communications,
51312,Animationwerks,
23895,Storm King Productions,
2184,Tollin/Robbins Productions,
321,Memfis Film,SE
2801,Film i Väst,SE
36959,Starz! Encore Entertainment,
816,FilmEngine,
15700,Chickie The Cop Production,
37015,Ben-Ami/Leeds Productions,
16850,ApolloMedia Distribution,
89134,Metal Productions Inc.,
89135,Maysville Pictures,
108927,Alter Ego Entertainment,
2341,Belladonna Productions,US
10393,Vertigo Films,GB
29467,Proyecto Tucan,
140034,Sabine Films,
140035,Skywalker,
140036,United States Holocaust Memorial Museum,
3859,Munich Film Partners & Company (MFP) GHS Productions,
3858,GHS Productions KG,
4120,Access Motion Picture Group,
4121,Giraldi-Suarez-DiGiaimo Productions,
89627,Glitter Productions,
89628,Maroon Entertainment,
24939,WV Films II,
39237,Liam Films,
838,Paramount Vantage,US
7492,Discovery Channel Pictures,
5417,Juniper Films,
1398,Les Films Corona,FR
2259,Adelphia Compagnia Cinematografica,
1036,Academy Pictures,
3302,Harbor Productions,
36546,ADC Films,
1583,RAI,IT
5038,Granox Productions,
4448,Grandon Productions,
12607,Grandon Productions Ltd.,
8040,Casey Productions,US
1044,Franton Production,US
14312,Polytel,
14313,The Who Films,
2933,Tenth Planet Productions,
72874,Providence Entertainment,
72877,Tricor Entertainment,
72878,Truth Soul Armor,
7161,LivePlanet,
4194,Karz Entertainment,
21518,Simon Fields Productions,
10046,Wanda Visión,ES
44709,Cuatro Cabezas,
44710,4k Films,
52704,The Jerry Gross Organization,
2764,Chessman Park Productions,
52944,Lotus Pictures,
243,CB Films,
79023,Immagine e Cinema,
636,Babbo Inc.,
40697,Total Film Group,
2017,Film Roman Productions,US
11671,Studio 4°C,JP
1393,TBS,JP
10154,Cartier Productions,
38223,Dreamland,
108138,Saliva Films,
33798,Focus Productions Inc.,
33799,Carros Pictures,
4302,Dog Pond Productions,US
27356,Line Research,
380,Thousand Words,US
23503,13 Ghosts Productions Canada Inc.,
20917,Better Than,
20919,France Télévisions Distribution,FR
20920,Meercat Films,
5367,Gaylord Films,
2651,Fragile Films,GB
4378,The KL Line,
26468,IFC Productions,
53817,Stolen Film Productions,
437,Heyday Films,GB
3840,Numb Gums Production Inc.,
1102,Producciones Anhelo,
11628,Tequila Gang,MX
842,GreeneStreet/SKE Films,
107897,Ivanhoe Pictures,US
11771,Python Films,
3453,Umbrella Films,
10906,Les Films Impéria,
10907,Les Productions Georges de Beauregard,
15064,Leisure Investment Company,
133038,Beastmaster NV,
133039,ECTA Filmproduktion,
42,Universal Pictures Corporation,
69639,TSF Productions,
138056,Derek Power,
4808,Incine,ES
10317,Cinema 77 Films,
11116,The Bryna Company,
23126,Starling Films,
16771,Sino,
42761,Wescom Barber International,
18068,Adams Apple Film Company,
22051,South Street Films,
10218,Jack's Camp,
4630,Amicus Productions,GB
67993,Dorchester,
17779,Simon Productions,
120331,Maelstrom Entertainment,
80889,Fouad Nahas,
42932,Headquarters,
85739,Foundation Montecinema Verità,
2442,Counihan Villiers Productions,
23433,Noé Productions,FR
1801,Rene Clair Productions,
4411,MMC Independent,
2882,Neal H. Moritz Productions,
349,Cruise-Wagner Productions,
13518,Makhmalbaf Film House Productions,GB
10791,MBP (Germany),
35061,Colgems Productions Ltd.,GB
24373,Delphi Productions,
24374,Zone Productions,
45689,Native Pictures Productions,
5682,O Entertainment,
89136,DNA Productions,
81134,Atchity Entertainment International (AEI),
14908,Curtleigh Productions,
1267,Ecosse Films,GB
52843,Pod Films,
191,Senator Film,DE
8845,Ladbroke,
3645,Barwood Films,US
35552,Chicagofilms,
695,Lee Daniels Entertainment,US
3851,No Frills Film Production,
616,Eskwad,FR
25863,Natexis Banques Populaires Images,
8041,Homegreen Films,TW
37449,Winston,
10318,Polyc International BV,
21635,Mojo Films,
7311,Kerner Entertainment Company,
109815,Galapagos Productions,
37667,Aspen Productions (I),
79024,Ingo Preminger Productions,
3809,Gibraltar Productions,
10568,Pennebaker Productions,
7692,World 2000 Entertainment,IE
5329,Pandora Pictures,
7475,Arc Light Films,TW
9116,SODEC,CA
238,Rai Cinemafiction,
3615,BIG Pictures,
2974,Pope Productions,CA
1122,CAPAC,
1137,S.N. Prodis,
1546,Universal Pictures France,FR
26282,Mediastream Film GmbH & Co. Productions KG,
43717,Hacienda Productions,
748,Mosaic Media Group,
53676,Veto Chip Productions,
74061,Eldorado Films,NO
890,Cheyenne Enterprises,
21447,David Ladd Films,
23019,Evolution Entertainment,
17106,Burg/Koules Productions,
2773,Broken Lizard Industries,US
33025,winchester films,
10843,Future Films,
79699,Cinecitta Italiana Stabilimenti Cinematografici,
79700,Compagnia Cinematografica Montoro (CCM),IT
67988,WV Films LLC,
1360,Glass Eye Pix,
53005,Wheelhouse Entertainment,
53006,Motion Picture Production GmbH & Co. Erste KG,
47154,Kroyer Films,
81129,Youngheart Productions,
81130,FAI Films,
2187,Variety Film Production,
21120,Neo Modern,
21121,Greycat Films/Neo Modern Entertainment,
118191,Edie & Ely Landau Inc.,
112748,Embassy Pictures,US
118192,Connelly Associates,
25131,Calendar Productions,
8276,Philippe Dussart,
23666,Andrea Films,
33660,Camp Hill,
4112,American Cinema Productions,
9383,Blue Sky Studios,US
11749,20th Century Fox Animation,US
67989,Material,
22805,7 Films Cinéma,
57783,Sept Films Cinema,
84889,Michael Alden Productions,
84890,Brad Zions Films,
80364,Promises Film Project,
1101,Bésame Mucho Pictures,
8825,Lucille Ball Productions,
145243,Salsipuedes Productions,
95301,The Running Scared Company,
3037,Baby Cart,
3038,Katsu Production Co. Ltd.,
132412,All Nighter Inc.,
84781,Project Greenlight,
1686,Indelible Pictures,
2939,98 MPH Productions,
11731,Bavaria Film International,
726,Haut et Court,FR
21972,Media Programme of the European Community,FR
72363,C.L.G. Films,
72362,Governor Productions,
966,Monarch Pictures,
97243,Lucky Break Productions,
106739,The Archives Project,
5521,CP Medien AG,
1854,Dan Films,
22210,Ontario Film Development Corporation,
12026,Gold Circle Films,US
153,Minerva Film SpA,
193,Excelsa Films,
23382,Schroeder Hoffman Productions,
7385,Kalima Productions GmbH & Co. KG,
701,Meespierson Film CV,
4718,Naya Films S.A.,
7100,Patagonik Film Group,AR
2640,Odeon Film,
21783,Crystal Lake Entertainment,US
77845,Monarchy Enterprises S.a.r.l.,
794,Agi Orsi Productions,US
93985,Vans (US),
96043,Humble Journey Films,
5349,Productions Cyme,
13715,Mondial,
1826,Play Art,
2098,Nova International Films,
10235,Vision P.D.G.,
140578,CineWild,
2102,Frankovich Productions,
5761,Cinema Group 75,
16923,Zephyr Films,GB
12608,Hybrid Productions Inc.,US
51753,Bedlam Pictures,US
11837,Frontier Pictures,US
58248,Unfaithful Filmproduktion GmbH & Co. KG,
37086,Pathé Image Production,
1539,Fuller Films,
2650,Ealing Studios,GB
12601,FM Productions,
12602,Last Waltz Inc.,
1089,Witt/Thomas Productions,
129,Section Eight,US
23276,Trumbull/Gruskoff Productions,
11345,Stillking Films,CZ
11617,Gaylord Productions,
25886,Outpost Studios,
36175,3 Ring Circus Films,
36176,Concrete Pictures,
5326,Igloolik Isuma Productions Inc.,
7384,Hypnotic,
2812,Lion Rock Productions,US
2683,Rai Cinema,IT
269,Filmboard Berlin-Brandenburg (FBB),DE
4117,Pagoda Film,
21097,Worldwide Media,
2216,Helkon Media,DE
96657,International Film Corporation (II),
22064,Hombre Productions,
73999,Euphoria Films Production,
766,Blue Tulip Productions,
57623,Rumbalara Films,
2948,Showtime Australia,
57624,Olsen Levy,
67244,Snee-Oosh Productions,
879,Out of the Blue... Entertainment,
40566,Lionsgate Home Entertainment,
5019,Wagons East N.V.,US
11015,Heller Highwater Productions,
4396,NBA Entertainment,
7899,Cartoon Network Studios,US
19578,Momentum Pictures,CA
68063,Winchester Films,
68064,"Best Picture Show Company, The",
2487,Rockwell Eyes,JP
17339,Javelin Films,
16211,British Film-Makers,
16686,Pluperfect,
72,Valoria Films,
693,Alicia Produce S L,
