person_id,name,department,birthday,deathday,gender,birth_place
63914,Tuesday Knight,Acting,1969/02/17,,1,"Brentwood, California, Stati Uniti"
63916,Rodney Eastman,Acting,1967/07/20,,2,Montreal - Quebec - Canada
63917,Lisa Wilcox,Acting,1964/04/27,,1,"Columbia, Missouri, U.S."
42882,Erika Anderson,Acting,1963/10/25,,1,"Tulsa, Oklahoma, USA"
64033,Valorie Armstrong,Acting,1941/10/25,,1,"Los Angeles, California, USA"
64034,Michael Ashton,Acting,,,2,
68848,Lisa Zane,Acting,1961/04/05,,1,"Chicago, Illinois, U.S."
68849,Shon Greenblatt,Acting,1967/05/13,,2,"	Rockland County, New York"
68850,Lezlie Deane,Acting,1964/06/01,,1,"Corsicana, Texas"
37469,Betsy Palmer,Acting,1926/11/01,,1,"East Chicago, Indiana, USA"
37470,Adrienne King,Acting,1955/07/21,,1,"Oyster Bay, New York, USA"
37471,Harry Crosby,Acting,1958/08/08,,2,"Hollywood, California, USA"
37472,Laurie Bartram,Acting,1958/05/16,,1,"St. Louis, Missouri, USA"
37473,Jeannine Taylor,Acting,1954/06/02,,1,"Hartford, Connecticut, USA"
58710,Amy Steel,Acting,1960/05/03,,1,"Pennsylvania, United States"
55571,John Furey,Acting,1951/04/13,,2,
58711,Kirsten Baker,Acting,1962/04/07,,1,"Songnefjord, Norway"
55931,Stuart Charno,Acting,1956/09/29,,2,"Queens, New York USA"
58799,Dana Kimmell,Acting,1959/10/26,,1,"Texarkana, Texas, USA"
58802,Paul Kratka,Acting,1955/12/23,,2,"Los Angeles, California, USA"
58807,Richard Brooker,Acting,1954/11/20,,2,London - England - UK
1225471,Tracie Savage,Acting,1962/11/07,,1,"Ann Arbor, Michigan, USA"
558477,Larry Zerner,Acting,1963/09/08,,2,"Hollywood, California, USA"
102436,Russell Todd,Acting,1958/03/14,,2,"Albany, New York, USA"
2174,Kimberly Beck,Acting,1956/01/09,,1,"Glendale, California, U.S."
72541,Judie Aronson,Acting,1964/06/07,,1,"Los Angeles, California, USA"
197057,Melanie Kinnaman,Acting,1953/12/18,,1,"Holyoke, Massachusetts, USA"
162927,John Shepherd,Acting,1960/11/18,,2,"Glen Ellyn, Illinois, USA"
1212555,Shavar Ross,Acting,1971/03/04,,2,"Bronx, New York, USA"
745,Richard Young,Acting,1955/12/24,,2,"Kissimmee, Florida, USA"
94182,Marco St. John,Acting,1939/05/07,,2,"New Orleans, Louisiana, USA"
64198,Thom Mathews,Acting,1958/11/28,,2,"Los Angeles, California"
64199,Jennifer Cooke,Acting,1964/09/19,,1,"New York City, New York USA"
64200,David Kagen,Acting,1948/09/27,,2,"Somers Point, New Jersey, U.S.A."
1394114,Kerry Noonan,Acting,,,0,
64201,Renée Jones,Acting,1958/10/15,,1,"Opa-Locka, Florida, USA"
62596,Kane Hodder,Acting,1955/04/08,,2,"Auburn, California, USA"
64719,Lar Park Lincoln,Acting,1961/05/12,,1,
64721,Kevin Spirtas,Acting,1962/07/29,,2,"St. Louis, Missouri, USA"
19548,Susan Blu,Acting,1948/07/12,,1,"Saint Paul, Minnesota, USA"
1196615,Scott Reeves,Acting,1966/05/16,,2,"Delight, Arkansas, USA"
64731,Tiffany Paulsen,Writing,,,1,
64730,Todd Caldecott,Acting,1969/01/21,,2,"New Westminster, British Columbia, Canada"
11787,Nancy Kyes,Acting,1949/12/19,,1,
11786,Charles Cyphers,Acting,1939/07/28,,2,"Niagara Falls, New York"
16213,Lance Guest,Acting,1960/07/21,,2,"Saratoga, California, USA"
11784,Tom Atkins,Acting,1935/11/13,,2,"Pittsburgh, Pennsylvania, USA"
66199,Stacey Nelkin,Acting,1959/09/10,,1,"New York City, New York, USA"
6836,Dan O'Herlihy,Acting,1919/05/02,,2,"Wexford, Ireland"
66200,Michael Currie,Acting,1928/07/24,,2,
66201,Ralph Strait,Acting,1936/07/08,,2,
62589,Ellie Cornell,Acting,1963/12/15,,1,"Glen Cove, Long Island, New York, USA"
21320,Danielle Harris,Acting,1977/06/01,,1,United States of America
69129,George P. Wilbur,Acting,,,2,
15993,Michael Pataki,Acting,1938/01/16,,2,"Youngstown, Ohio, USA"
42308,Beau Starr,Acting,1944/01/01,,2,"Queens, New York, USA"
33299,Don Shanks,Acting,1950/02/26,,2,"Piasa, Illinois, USA"
1184781,Casey Stevens,Acting,,,0,
9986,Anne-Marie Martin,Acting,1957/11/11,,1,"Toronto, Ontario,  Canada"
15961,Antoinette Bower,Acting,1932/09/30,,1,"Baden-Baden, Baden-Württemberg, Germany"
5888,Nicole de Boer,Acting,1970/12/20,,1,"Toronto, Ontario,  Canada"
49825,J.H. Wyman,Writing,1967/01/05,,2,Oakland - California - USA
168615,Joy Tanner,Acting,1966/03/07,,1,"Rochester, New York, USA"
179962,Alle Ghadban,Acting,,,0,
115856,Kenneth McGregor,Acting,,,2,
65683,Alex Vincent,Acting,1981/04/29,,2,"Newark, New Jersey, USA"
8900,Dinah Manoff,Acting,1958/01/25,,1,"New York City, New York USA"
26283,Gerrit Graham,Acting,1949/11/27,,2,"New York City, New York, USA"
68495,Perrey Reeves,Acting,1970/11/30,,1,"New York City, New York, USA"
68496,Jeremy Sylvers,Acting,,,2,
32802,Travis Fine,Acting,1968/06/26,,2,"Atlanta, Georgia, U.S."
68497,Dean Jacobson,Acting,,,2,
10083,Beatrice Straight,Acting,1914/08/02,,1,"Old Westbury, New York, USA"
10084,Dominique Dunne,Acting,1959/11/23,,1,"Santa Monica, California, USA"
10085,Oliver Robins,Acting,1971/01/01,,2,
10086,Heather O'Rourke,Acting,1975/12/27,,1,"San Diego, California, USA"
10091,Zelda Rubinstein,Acting,1933/05/28,,1,"Pittsburgh, Pennsylvania, U.S."
64820,Kipley Wentz,Acting,,,2,
37366,Linda Blair,Acting,1959/01/22,,1,"St. Louis, Missouri, USA"
57921,Kitty Winn,Acting,1944/02/21,,1,"Washington, D.C., U.S."
5341,Richard Burton,Acting,1925/11/10,,2,"Pontrhydyfen, Wales, UK"
70746,Ed Flanders,Acting,1934/12/29,,2,
21736,Jason Miller,Acting,1939/04/22,,2,"Queens, New York City, New York, USA"
14325,Derrick O'Connor,Acting,1941/01/01,,2,"Dublin, Ireland"
16170,Zach Galligan,Acting,1964/02/14,,2,"New York City, New York, USA"
16166,Hoyt Axton,Acting,1938/03/25,,2,
1070,Frances Lee McCain,Acting,1944/07/28,,1,"York, Pennsylvania, USA"
5589,John Glover,Acting,1944/08/07,,2,"Salisbury, Maryland, USA"
16180,Robert Picardo,Acting,1953/10/27,,2,"Philadelphia, Pennsylvania, USA"
57371,Jeff Cohen,Acting,1976/06/25,,2,"Los Angeles, California, USA"
57372,Kerri Green,Acting,1967/01/14,,1,"Fort Lee, New Jersey, Stati Uniti"
57374,Diego Sieres,Acting,,,0,
15441,Mili Avital,Acting,1972/03/30,,1,"Jerusalem, Israel"
3072,Daniel Lapaine,Acting,1971/06/15,,2,"Sydney, New South Wales, Australia"
27321,Philip Locke,Acting,1928/03/29,,2,"St. Marylebone, London, England, UK"
545570,Elis Imboden,Acting,,,0,
174203,Christian Durango,Acting,1990/05/25,,2,"Greensboro, North Carolina, USA"
71240,Leigh Taylor-Young,Acting,1944/01/25,,1,"Washington, D.C., U.S."
27747,Chuck Connors,Acting,1921/04/10,,2,"Brooklyn, New York, U.S."
2112,Brock Peters,Acting,1927/07/02,,2,"New York City, New York, USA"
74,Gustav Fröhlich,Acting,1902/03/21,,2,"Hannover, Germany"
75,Brigitte Helm,Acting,1906/03/17,,1,"Berlin, Germany"
73,Alfred Abel,Acting,1879-03-12,,2,"Leipzig, Germany"
77,Rudolf Klein-Rogge,Acting,1885-11-24,,2,"Cologne, Germany"
7504,Carol Lynley,Acting,1942/02/13,,1,"New York City, New York, USA"
30618,Barbara Harris,Acting,1935/07/25,,1,"Evanston, Illinois, USA"
41230,John Astin,Acting,1930/03/30,,2,"Baltimore, Maryland, USA"
12025,Patsy Kelly,Acting,1910/01/12,,1,"Brooklyn, New York, USA"
14671,Dick Van Patten,Acting,1928/12/09,,2,
71392,Elyssa Davalos,Acting,1959/05/30,,1,"New York City, New York, USA"
23086,Tommy Sands,Acting,1937/08/27,,2,"Chicago, Illinois, USA"
121323,Bess Flowers,Acting,1898-11-23,,1,"Sherman, Texas, USA"
30161,Donnie Dunagan,Acting,1934/08/16,,2,"San Antonio, Texas, USA"
31704,Peter Behn,Acting,1934/07/04,,0,"San Francisco, California"
31703,Stan Alexander,Acting,,,0,
11503,Cammie King,Acting,1934/08/05,,1,"Los Angeles, California, USA"
34279,Will Wright,Acting,1894-03-26,,2,"San Francisco, California, USA"
7453,Takashi Shimura,Acting,1905/03/12,,2,"Ikuno, Hyogo, Japan"
20828,Yoshio Inaba,Acting,1920/07/15,,2,"Narita, Chiba Prefecture, Japan"
20829,Seiji Miyaguchi,Acting,1913/11/14,,2,"Tokyo, Japan"
7454,Minoru Chiaki,Acting,1917/04/28,,2,"Hokkaido, Japan"
12513,Francesca Annis,Acting,1945/05/14,,1,"Kensington, London, England, UK"
12515,José Ferrer,Acting,1912/01/08,,2,"Santurce, Puerto Rico"
42933,Darwyn Carson,Acting,,,1,
11149,Dominique Swain,Acting,1980/08/12,,1,"Malibu, California, USA"
11484,Suzanne Shepherd,Acting,,,1,
11006,James Marsden,Acting,1973/09/18,,2,"Stillwater, Oklahoma, USA"
3897,Katie Holmes,Acting,1978/12/18,,1,"Toledo, Ohio, USA"
52508,Tobias Mehler,Acting,1976/04/01,,2,"Yellowknife, Northwest Territories, Canada"
21029,Billy Burke,Acting,1966/11/25,,2,"Bellingham, Washington, USA"
12834,Barry Pepper,Acting,1970/04/04,,2,Cambell River - British Columbia - Canada
100019,Wally Cox,Acting,1924/12/06,,2,
96340,Heather North,Acting,1950/12/13,,1,"Pasadena, California, U.S."
67620,Grant Bardsley,Acting,,,2,
67621,Susan Sheridan,Acting,1947/01/01,,1,
84400,John Byner,Acting,1938/06/28,,2,"New York City, New York, U.S."
12150,Maximilian Schell,Acting,1930/12/08,,2,"Vienna, Austria"
5694,Robert Forster,Acting,1941/07/13,,2,"Rochester, New York, USA"
58003,Joseph Bottoms,Acting,1954/04/22,,2,"Santa Barbara, California, USA"
21876,Yvette Mimieux,Acting,1942/01/08,,1,Hollywood - Los Angeles - California - USA
14501,Peter Ustinov,Acting,1921/04/16,,2,"London, England, UK"
80206,Richard Deacon,Acting,1921/05/14,,2," Philadelphia, Pennsylvania, USA"
76130,Brian Bonsall,Acting,1981/12/03,,2,
76131,Karen Duffy,Acting,1961/05/23,,1,"New York City, New York, USA"
76132,Michael Faustino,Acting,1979/11/16,,2,"Los Angeles, California, USA"
1144679,Veronica Quilligan,Acting,1956/01/01,,1,Ireland
151298,McLean Stevenson,Acting,1927/11/14,,2,"Normal, Illinois, USA"
4355,Cesar Romero,Acting,1907/02/15,,2,"New York City, New York, USA"
15992,William Schallert,Acting,1922/07/06,,2,"Los Angeles, California, U.S."
73943,Alan Hewitt,Acting,1915/01/21,,2,"New York City, New York"
19610,Michael Crawford,Acting,1942/01/19,,2,"Salisbury, Wiltshire, England, UK"
10938,Barbara Carrera,Acting,1945/12/31,,1,"Bluefields, Nicaragua"
14848,James Hampton,Acting,1936/07/09,,2,"Oklahoma City, Oklahoma, United States"
16350,Jean-Pierre Kalfon,Acting,1938/10/30,,2,"Paris, France"
56695,Michael Tucker,Acting,1945/02/06,,2,"Baltimore, Maryland, USA"
5417,Carsten Norgaard,Acting,1963/01/01,,2,"Frederiksberg, Denmark"
83783,Albert Sharpe,Acting,1885-04-15,,2,"Belfast, Ireland"
1157304,Jimmy O'Dea,Acting,1899-04-26,,2,"Dublin, Ireland "
101678,Kieron Moore,Acting,1924/10/05,,2,"Skibbereen, County Cork, Ireland"
827,Elliott Gould,Acting,1938/08/29,,2,"Brooklyn, New York, USA"
95788,Susan Anspach,Acting,1942/11/23,,1,"New York City, New York, U.S."
75353,Adam Rich,Acting,1968/10/12,,2,
124877,Julie Budd,Acting,,,1,
63871,Joey Cramer,Acting,1973/08/23,,2,"Vancouver, British Columbia, Canada"
44301,Cliff DeYoung,Acting,1945/02/12,,2,"Los Angeles, California, USA"
39949,Barrie Ingham,Acting,1934/02/10,,2,"Halifax, Yorkshire, England, UK"
61674,Val Bettin,Acting,,,2,
61675,Susanne Pollatschek,Acting,,,1,
61676,Candy Candido,Acting,1913/12/25,,2,
1270,Charles Martin Smith,Acting,1953/10/30,,2,"Van Nuys, California, USA"
71391,Stephen W. Burns,Acting,1954/11/15,,2,"Elkins Park, Pennsylvania, U.S."
71393,Joaquin Garay III,Acting,1968/10/30,,0,
76411,Julie Sommars,Acting,1940/04/15,,1,"Fremont, Nebraska, USA"
26890,Jacques Marin,Acting,1919/09/09,,2,"Paris, France"
11074,Kathy Najimy,Acting,1957/02/06,,1,"San Diego, California, USA"
65309,Omri Katz,Acting,1976/05/30,,2,"Los Angeles, California, USA"
57418,Marcia Strassman,Acting,1948/04/28,,1,
1908,Robert Oliveri,Acting,1978/04/28,,2,"Los Angeles, California, USA"
68379,Daniel Shalikar,Acting,,,2,
68380,Joshua Shalikar,Acting,,,2,
57419,Kristine Sutherland,Acting,1955/04/17,,1,"Boise, Idaho, USA"
57421,Thomas Wilson Brown,Acting,1972/12/27,,2,"Lusk, Wyoming, USA"
101779,Karen Valentine,Acting,1947/05/25,,1,"Sebastopol, California, USA"
4965,Jack Elam,Acting,1920/11/13,,2,"Miami, Gila, Arizona, USA"
24808,Michael Anderson Jr.,Acting,1943/08/06,,2,"Hillingdon, Middlesex, England, UK"
178884,Émile Genest,Acting,1921/07/27,,0,
1236153,John Drainie,Acting,,,0,
1533602,Sandra Scott,Acting,,,0,
1350859,Tommy Tweed,Acting,,,0,
12122,Ron Rifkin,Acting,1939/10/31,,2,"New York City, New York, USA"
34691,John Spencer,Acting,1946/12/20,,2,"New York City, New York, USA"
49265,Lindsay Lohan,Acting,1986/07/02,,1,"New York City, New York, USA"
55422,Elaine Hendrix,Acting,1970/12/28,,1,"Oak Ridge, Tennessee, USA"
34517,Trey Parker,Acting,1969/10/19,,2,"Conifer, Colorado, USA"
34518,Matt Stone,Acting,1971/05/26,,2,"Houston, Texas, USA"
76244,Yasmine Bleeth,Acting,1968/06/14,,1,"New York City, New York, USA"
35597,Jenny McCarthy,Acting,1972/11/01,,1,"Evergreen Park, Illinois, USA"
55624,Dian Bachar,Acting,1970/10/26,,2," Denver, Colorado, USA"
1374979,Roger B. Smith,Acting,1925/07/12,,2,"Columbus, Ohio, USA"
1374980,Rhonda Britton,Acting,1954/05/09,,0,"Flint, Michigan, USA"
1090751,Fred Ross,Acting,,,0,
180738,Bob Eubanks,Acting,1938/01/08,,2,"Flint, Michigan, USA "
12857,Irving Metzman,Acting,,,2,
67199,Stephanie Farrow,Acting,,,1,
10159,Jane Greer,Acting,1924/09/09,,1,"Washington, D.C., United States"
10161,Richard Webb,Acting,1915/09/09,,2,"Bloomington, Illinois, USA"
14011,Tom Courtenay,Acting,1937/02/25,,2,"Kingston-Upon-Hull, East Riding of Yorkshire, England, UK"
14012,Siobhán McKenna,Acting,1923/05/24,,1,"Belfast, Northern Ireland, UK"
46864,Bertil Guve,Acting,1970/09/09,,2," Stockholm, Stockholms län, Sweden"
46865,Pernilla Allwin,Acting,1970/09/04,,0,"Vällingby, Sweden"
3857,Allan Edwall,Acting,1924/08/25,,2,"Rödön, Jämtlands län, Sweden"
46866,Ewa Fröling,Acting,1952/08/09,,1,"Stockholm, Stockholms län, Sweden"
38127,Erland Josephson,Acting,1923/06/15,,2,"Stockholm, Stockholms län, Sweden"
41283,Geraldine Page,Acting,1924/11/22,,1,"Kirksville, Missouri, USA"
203731,Carlin Glynn,Acting,,,0,
1272,Richard Bradford,Acting,1937/11/10,,2,"Tyler, Texas, USA"
28412,Rebecca De Mornay,Acting,1959/08/29,,1,"Santa Rosa, California, USA"
52462,Betty Buckley,Acting,1947/07/03,,1,"Big Spring, Texas, USA"
1538,Rick Ducommun,Acting,1956/07/03,,2,"Prince Albert, Saskatchewan, Canada"
8213,Sam Robards,Acting,1961/12/16,,2,"New York City, New York, USA"
85965,Chuck Bush,Acting,1961/07/01,,0,"New Orleans, Louisiana, U.S."
85966,Brian Cesak,Acting,,,0,
21605,Dirk Bogarde,Acting,1921/03/28,,2,"Hampstead, London, England, UK"
25333,Philippe Leroy,Acting,1930/10/15,,2,"Paris, France"
101551,Giuseppe Addobbati,Acting,1909/01/01,,2,"Macharscha, Kingdom of Dalmatia, Austria-Hungary"
2807,Krystyna Janda,Acting,1952/12/18,,1,"Starachowice, Poland"
70913,Ildikó Bánsági,Acting,1947/10/19,,0,
1046948,Karin Boyd,Acting,1953/01/01,,1,
3382,Hope Lange,Acting,1933/11/28,,1,"Redding, Connecticut, USA"
53647,Lainie Kazan,Acting,1940/05/15,,1,"New York City, New York, USA"
57331,Bruce Reitherman,Acting,1955/09/15,,2,"Burbank, California, USA"
64871,Barbara Luddy,Acting,1908/05/25,,1,"Great Falls, Montana, USA"
64872,Larry Roberts,Acting,1926/09/28,,2,"Cleveland, Ohio, USA"
64870,Peggy Lee,Acting,1920/05/26,,1,"Jamestown, New York, USA"
67230,Bill Thompson,Acting,1913/07/08,,2,"Terre Haute, Indiana, USA"
1022053,Bill Baucom,Acting,1910/05/05,,2,
63978,Jodi Benson,Acting,1961/10/10,,1,"Rockford, Illinois, USA"
67392,Samuel E. Wright,Acting,1946/11/20,,2,
35232,Pat Carroll,Acting,1927/05/05,,1,"Shreveport. Louisiana, USA"
64180,Steve Whitmire,Acting,1958/09/24,,2,"Atlanta, Georgia"
68455,Jerry Nelson,Acting,1934/07/10,,2,"Tulsa, Oklahoma, U.S."
62123,David Moscow,Acting,1974/11/14,,2,New York City - New York - USA
22602,J. Pat O'Malley,Acting,1904/03/15,,2,"Burnley, Lancashire, England, UK"
71779,Betty Lou Gerson,Acting,1914/04/20,,1,
71780,Martha Wentworth,Acting,1889-06-02,,1,"New York City, New York, USA"
71781,Ben Wright,Acting,1915/05/05,,2,"London, England, UK"
50997,Bobby Driscoll,Acting,1937/03/03,,2,"Cedar Rapids, Iowa, USA"
93897,Heather Angel,Acting,1909/02/09,,1,"Oxford, Oxfordshire, England UK"
15900,Paul Dooley,Acting,1928/02/22,,2,"Parkersburg, West Virginia, U.S."
39782,Paul L. Smith,Acting,1939/02/05,,2,"Everett, Massachusetts, USA"
64930,Bob Newhart,Acting,1929/09/05,,2,"Oak Park, Illinois, USA"
94962,Tristan Rogers,Acting,1946/06/03,,2," Melbourne, Victoria, Australia"
122605,Adam Ryen,Acting,,,2,
7520,Jeanette Nolan,Acting,1911/12/30,,1," Los Angeles, California, USA"
113,Christopher Lee,Acting,1922/05/27,,2,"Belgravia, Westminster, England"
87067,Jack Soo,Acting,1917/10/28,,0,"Oakland, California, U.S."
198,Dan Castellaneta,Acting,1957/10/29,,2,"Chicago, Illinois, USA "
12657,Jean Marsh,Acting,1934/07/01,,1,"Stoke Newington, London, UK"
2454,Matt Clark,Acting,1936/11/25,,2,"Washington, D.C.,  United States"
20215,Billy Campbell,Acting,1959/07/07,,2,Charlottesville - Virginia - USA
166994,Jo Anne Worley,Acting,1937/09/06,,1,"Lowell, Indiana, USA"
67287,Mary Costa,Acting,1930/04/05,,1,
67288,Bill Shirley,Acting,1921/07/06,,2,Indianapolis - Indiana - USA
6587,Diane Ladd,Acting,1932/11/29,,1,"Meridian, Mississippi, USA"
19968,Royal Dano,Acting,1922/11/16,,2,"New York City, New York USA"
52123,Vidal Peterson,Acting,1968/11/06,,2,"California, - USA"
40209,Paul Lynde,Acting,1926/06/13,,2,"Mount Vernon, Ohio, USA"
1208039,Arthur Tovey,Acting,1904/11/14,,2,"Douglas, Arizona, USA"
11026,Ruth Warrick,Acting,1915/06/29,,1,"Saint Joseph, Missouri, U.S."
137831,Luana Patten,Acting,1938/07/06,,1,"Long Beach, California, USA"
83260,Lucile Watson,Acting,1879-05-27,,1,"Quebec City, Quebec, Canada"
8903,Dody Goodman,Acting,1914/10/28,,1,"Columbus, Ohio, USA"
44054,Roger Aaron Brown,Acting,1949/06/12,,2," Washington, District of Columbia, USA"
79740,Jim Metzler,Acting,1951/06/23,,2,"Oneonta, New York, USA"
39117,Meg Tilly,Acting,1960/02/14,,1,"Long Beach, California, USA"
8258,Ben Johnson,Acting,1918/06/13,,2,"Foraker, Shidler, Oklahoma, USA"
2547,Bruce Boxleitner,Acting,1950/05/12,,2,"Elgin, Illinois, USA"
2548,Cindy Morgan,Acting,1954/09/29,,1,"Chicago, Illinois, U.S."
2549,Barnard Hughes,Acting,1915/07/16,,2,"Bedford Hills, New York, USA"
2299,Josh Hartnett,Acting,1978/07/21,,2,"Saint Paul, Minnesota, USA"
55257,Adam Arkin,Acting,1956/08/19,,2,Brooklyn - New York - USA
1812,Michelle Williams,Acting,1980/09/09,,1,"Kalispell, Montana, USA"
21618,Victoria Tennant,Acting,1950/09/30,,1," London, England, UK"
21619,Marilu Henner,Acting,1952/04/06,,1,"Chicago, Illinois United States"
40389,Bernadette Peters,Acting,1948/02/28,,1,"Queens, New York City, New York, USA"
52030,Catlin Adams,Acting,1950/10/11,,1," Los Angeles, California, USA"
52031,Mabel King,Acting,1932/12/25,,1,"Charleston, South Carolina, USA"
52032,Richard Ward,Acting,1915/03/15,,2,"Glenside, Pennsylvania, US"
36042,Rachel Ward,Acting,1957/09/12,,1,"Cornwell Manor, Cornwell, Chipping Norton, Oxfordshire, England, UK"
30510,Alan Ladd,Acting,1913/09/03,,2,"Hot Springs, Arkansas USA"
1895,Carl Reiner,Acting,1922/03/20,,2,"The Bronx, New York City, New York, USA"
41243,Paul Benedict,Acting,1938/09/17,,2,"Silver City, New Mexico, United States"
134092,Richard Brestoff,Acting,,,0,
2878,C. Thomas Howell,Acting,1966/12/07,,2,"Los Angeles, California, USA"
2877,Ralph Macchio,Acting,1961/11/04,,2,"Huntington, Long Island, New York, USA"
2879,Rob Lowe,Acting,1964/03/17,,2,"Charlottesville, Virginia, USA"
690,Jonathan Ke Quan,Acting,1971/08/20,,2,"Saigon, Vietnam"
691,Amrish Puri,Acting,1932/06/22,,2,"Jalandhar, Punjab, India"
693,Roshan Seth,Acting,1942/04/02,,2,"Patna, Bihar, India"
16270,Christopher Guard,Acting,1953/12/05,,2,London - England - UK
16271,William Squire,Acting,1916/04/29,,2,Neath - Glamorgan - Wales - UK
16272,Michael Scholes,Acting,,,0,
16273,Simon Chandler,Acting,1953/01/01,,2,"Inghilterra, Regno Unito"
10652,Suzanna Hamilton,Acting,1960/01/01,,1,"London, England "
7053,Gregor Fisher,Acting,1953/12/22,,2,"Glasgow, Scotland, UK"
69054,Brooke Adams,Acting,1949/02/08,,1,"New York City, New York, USA"
17769,Laura Harrington,Acting,1958/04/29,,1,"Ann Arbor, Michigan, USA"
5586,Yeardley Smith,Acting,1964/07/03,,1,"Paris, France"
61410,John Short,Acting,,,2,
65403,Danny Pintauro,Acting,1976/01/06,,2,"Milltown, New Jersey, USA"
22111,Daniel Hugh Kelly,Acting,1952/08/10,,2,"Elizabeth, New Jersey, USA"
21523,Ed Lauter,Acting,1938/10/30,,2,"Long Beach, Long Island, New York, USA"
44990,Peter Horton,Acting,1953/08/20,,2,"Bellevue, Washington"
1107,R. G. Armstrong,Acting,1917/04/07,,2,"Birmingham, Alabama, USA"
66986,John Franklin,Acting,1959/06/16,,2,"Blue Island, Illinois, USA"
18708,Courtney Gains,Acting,1965/08/22,,2,"Los Angeles County, California, USA"
6844,Dom DeLuise,Acting,1933/08/01,,2,"Brooklyn, New York, USA"
16216,Judith Barsi,Acting,1978/06/06,,1,"Los Angeles, California, USA"
69604,Melba Moore,Acting,1945/10/29,,1,"New York City, New York, United States"
1024536,Daryl Gilley,Acting,,,2,
9631,Carel Struycken,Acting,1948/07/30,,2,"The Hague, Netherlands"
15336,Dougray Scott,Acting,1965/11/25,,2,"Glenrothes, Fife, Scotland, UK"
3568,Patrick Godfrey,Acting,1933/02/13,,2,"Finsbury Park, London, England, UK"
17198,Megan Dodds,Acting,1970/02/15,,1,"Sacramento, California, United States"
42694,Tamara Tunie,Acting,1959/03/14,,1,"McKeesport, Pennsylvania, USA"
39709,Kate Reid,Acting,1930/11/04,,1,"London, England, UK"
113288,Hollis McLaren,Acting,,,1,"Toronto, Canada"
11916,Liv Ullmann,Acting,1938/12/16,,1,"Tokyo, Japan"
3854,Lena Nyman,Acting,1944/05/23,,1,"Stockholm, Sweden"
73595,Halvar Björk,Acting,1928/09/22,,2,"Borgvattnet, Sweden"
73596,Marianne Aminoff,Acting,1916/09/21,,1,"Uddevalla, Göteborgs och Bohus län, Sweden"
18365,Sandy Dennis,Acting,1937/04/27,,1,"Hastings, Nebraska, USA"
17672,Agnes Flanagan,Costume & Make-Up,,,1,
139044,Maia Brewton,Acting,1977/09/30,,1,"Los Angeles, California, U.S."
56145,Keith Coogan,Acting,1970/01/13,,2,"Palm Springs, California, USA"
6165,Anthony Rapp,Acting,1971/10/26,,2,"Chicago, Illinois, United States"
77589,Calvin Levels,Acting,1954/09/30,,2,"Cleveland, Ohio, USA"
46948,Kelly LeBrock,Acting,1960/03/24,,1,"New York City, New York, USA"
70572,Ilan Mitchell-Smith,Acting,1969/06/29,,2,"New York City, New York, USA"
20363,Suzanne Snyder,Acting,1962/10/22,,1,"Park Ridge, Illinois, USA"
46780,Samantha Eggar,Acting,1939/03/05,,1,"Hampstead, London, England, UK"
81409,Anthony Newley,Acting,1931/09/24,,2,"Hackney, London, England, UK"
3663,Jerry Lewis,Acting,1926/03/16,,2,"Newark, New Jersey, USA "
7631,Stella Stevens,Acting,1936/10/01,,1,"Yazoo City, Mississippi, USA"
113951,Del Moore,Acting,1916/05/14,,2,"Pensacola, Florida, USA"
19439,Henry Gibson,Acting,1935/09/21,,2,"Germantown, Philadelphia, Pennsylvania, USA"
7210,Kathleen Freeman,Acting,1919/02/17,,1,"Chicago, Illinois, USA"
75315,Danny Bonaduce,Acting,1959/08/13,,2,"Philadelphia, Pennsylvania, USA"
11025,Agnes Moorehead,Acting,1900/12/06,,1,"Clinton, Massachusetts, USA"
33482,Bob Holt,Acting,1928/12/28,,2,
16380,Michael Graham Cox,Acting,1938/01/08,,2,"London, England, UK"
47547,John Bennett,Acting,1928/05/08,,2,"Beckenham, Kent, England, UK"
12689,Ralph Richardson,Acting,1902/12/19,,2,"Cheltenham, England"
70286,Elizabeth Hartman,Acting,1943/12/23,,1,"Youngstown, Ohio, U.S."
13392,Arthur Malet,Acting,1927/09/24,,2,"Lee-on-Solent, Hampshire, England, UK"
55983,Jim Henson,Directing,1936/09/24,,2,"Greenville, Mississippi, USA"
70772,Kathryn Mullen,Acting,1940/02/10,,1,"New York City, New York, U.S.A"
40349,Erica Yohn,Acting,1930/10/01,,1,"Bronx, New York City, New York, USA"
3160,Nehemiah Persoff,Acting,1919/08/02,,2,"Jerusalem, Palestine Mandate"
64948,Cathy Cavadini,Acting,1961/04/21,,1,"Long Beach, California, USA"
40348,Phillip Glasser,Acting,1978/10/04,,2,"Tarzana, California, USA"
80165,Alice Playten,Acting,1947/08/28,,1,"Brooklyn, New York, USA"
140777,Michael Schoeffling,Acting,1960/12/10,,2,"Wilkes-Barre, PA, United States"
16181,Haviland Morris,Acting,1959/09/14,,1,New Jersey - USA
16183,Gedde Watanabe,Acting,1955/06/26,,2,"Ogden, Utah, USA"
8873,Annie Potts,Acting,1952/10/28,,1,"Franklin, Kentucky, USA"
15419,Thomas G. Waites,Acting,1955/01/08,,2,"Philadelphia, Pennsylvania, U.S.A."
172725,John Doolittle,Acting,1947/10/09,,2,"Chicago, Illinois, USA"
13591,Richard Moll,Acting,1943/01/13,,2,"Pasadena, California, USA."
