index,mid,language_id
3462,20283,en
3463,5693,en
3464,287,en
3465,968,en
3466,838,en
3467,16958,en
3468,3114,es
3469,3114,en
3470,3114,nv
3471,12501,en
3472,12501,es
3473,31618,en
3474,15873,de
3475,15873,en
3476,68427,en
3477,48213,en
3478,48213,fr
3479,48213,de
3480,35412,en
3481,8333,en
3482,19259,en
3483,820,en
3484,820,es
3485,11718,en
3486,8989,en
3487,32031,en
3488,32031,es
3489,58048,en
3490,26827,en
3491,11157,en
3492,28370,it
3493,28370,en
3494,918,en
3495,61178,en
3496,11176,en
3497,14900,en
3498,11899,en
3499,18890,en
3500,19736,en
3501,123047,en
3502,24575,en
3503,16535,en
3504,16535,fr
3505,16535,es
3506,10971,de
3507,10971,en
3508,10971,it
3509,23928,en
3510,462,en
3511,9532,en
3512,9532,fr
3513,117259,en
3514,2383,en
3515,53879,zh
3516,53879,en
3517,1396,ru
3518,1396,es
3519,11570,en
3520,1541,en
3521,17443,en
3522,17443,cs
3523,8469,en
3524,27995,en
3525,36739,en
3526,925,ko
3527,925,es
3528,925,it
3529,41823,en
3530,1713,en
3531,30547,en
3532,54825,en
3533,13939,fr
3534,13939,en
3535,13939,it
3536,14373,en
3537,24873,en
3538,26263,en
3539,34746,en
3540,996,en
3541,9079,en
3542,9079,fr
3543,9079,pt
3544,1498,fr
3545,1498,en
3546,1497,en
3547,1499,en
3548,1880,en
3549,1880,ru
3550,1880,es
3551,33762,en
3552,11690,en
3553,29143,en
3554,35292,en
3555,36652,en
3556,801,en
3557,104301,en
3558,104301,pt
3559,11520,en
3560,1879,en
3561,2085,en
3562,2085,zh
3563,13539,en
3564,16222,en
3565,109479,en
3566,17078,az
3567,17078,fa
3568,33516,en
3569,9960,en
3570,3082,en
3571,3082,xx
3572,12187,en
3573,24748,en
3574,990,en
3575,1908,it
3576,1908,en
3577,9764,ru
3578,840,hi
3579,840,en
3580,840,fr
3581,42237,fr
3582,26689,en
3583,25673,en
3584,2291,en
3585,13531,en
3586,16620,en
3587,526,en
3588,13346,en
3589,243,da
3590,243,en
3591,10501,en
3592,11478,en
3593,879,en
3594,85689,fr
3595,85689,en
3596,17529,en
3597,17529,it
3598,118098,en
3599,1793,en
3600,1793,de
3601,11327,en
3602,11327,mt
3603,11327,fr
3604,1700,en
3605,54087,
3606,34322,de
3607,34322,en
3608,41659,en
3609,593,ru
3610,10774,en
3611,10083,ru
3612,10083,en
3613,29786,en
3614,11356,en
3615,10747,en
3616,10747,nv
3617,10747,es
3618,10559,en
3619,20697,en
3620,2621,en
3621,10479,ar
3622,10479,en
3623,125709,en
3624,49721,ru
3625,49721,en
3626,2006,en
3627,2006,fr
3628,17339,es
3629,17339,en
3630,11305,en
3631,11305,it
3632,11305,ja
3633,13665,en
3634,12309,en
3635,12309,ja
3636,1552,en
3637,106,en
3638,106,es
3639,10333,en
3640,11027,en
3641,123757,fr
3642,123757,en
3643,10468,en
3644,1359,en
3645,1359,es
3646,1359,cn
3647,4967,he
3648,4967,en
3649,4967,es
3650,31776,en
3651,10557,ru
3652,10557,ur
3653,10557,hi
3654,27745,en
3655,13776,en
3656,26291,en
3657,10784,en
3658,10784,de
3659,10242,en
3660,16347,en
3661,16347,fr
3662,4825,en
3663,11654,en
3664,10518,de
3665,10518,en
3666,10518,es
3667,11977,en
3668,18041,en
3669,18041,it
3670,14736,en
3671,14736,es
3672,3536,fr
3673,3536,en
3674,3536,ru
3675,1443,en
3676,10424,en
3677,28971,en
3678,9456,en
3679,889,en
3680,10564,en
3681,15723,en
3682,19600,en
3683,19600,fr
3684,19600,pt
3685,125537,en
3686,452,da
3687,36234,en
3688,39283,en
3689,65460,en
3690,55667,en
3691,12476,pt
3692,12476,en
3693,5241,en
3694,5241,es
3695,98,en
3696,47724,en
3697,47724,fr
3698,11129,en
3699,1058,en
3700,42159,en
3701,16395,it
3702,38925,en
3703,13105,de
3704,13105,es
3705,13105,en
3706,22501,fr
3707,5491,en
3708,5491,fr
3709,10560,en
3710,19419,en
3711,23531,it
3712,23531,en
3713,10688,en
3714,17889,en
3715,17889,es
3716,39391,en
3717,31516,en
3718,5683,en
3719,113279,
3720,12518,en
3721,10567,en
3722,10642,en
3723,9285,en
3724,10569,en
3725,21879,en
3726,24918,ru
3727,24918,en
3728,955,en
3729,8584,en
3730,8584,zh
3731,8584,es
3732,47295,
3733,11332,en
3734,11332,it
3735,11332,ja
3736,16093,en
3737,29372,en
3738,962,xx
3739,30588,en
3740,668,en
3741,668,de
3742,23518,en
3743,691,en
3744,691,it
3745,691,ar
3746,44018,fr
3747,698,en
3748,698,it
3749,682,th
3750,682,cn
3751,682,en
3752,28973,en
3753,28974,xx
3754,22994,en
3755,9600,en
3756,38006,en
3757,2768,de
3758,2768,sv
3759,2768,en
3760,24920,en
3761,24920,it
3762,21,en
3763,10911,en
3764,10911,de
3765,10911,el
3766,10102,it
3767,10102,fr
3768,26912,en
3769,26953,es
3770,26953,en
3771,26954,en
3772,26954,it
3773,26954,es
3774,26956,fr
3775,26956,es
3776,26957,en
3777,26957,es
3778,26958,en
3779,26958,es
3780,80287,en
3781,6003,it
3782,6003,en
3783,23939,en
3784,11072,en
3785,11072,yi
3786,11072,de
3787,23069,en
3788,21299,en
3789,38802,el
3790,38802,en
3791,13368,en
3792,13368,it
3793,985,en
3794,14002,xx
3795,541,en
3796,541,es
3797,21137,en
3798,36724,en
3799,938,it
3800,10648,en
3801,11368,en
3802,10875,en
3803,2075,en
3804,1551,en
3805,1551,es
3806,1551,fr
3807,22500,fr
3808,10246,en
3809,10246,it
3810,19698,en
3811,23919,en
3812,18835,en
3813,26554,en
3814,26554,it
3815,15239,en
3816,28165,ru
3817,28165,en
3818,28165,ja
3819,28169,en
3820,15762,en
3821,169,en
3822,865,en
3823,9663,en
3824,26889,en
3825,26889,es
3826,10128,en
3827,9659,en
3828,8810,en
3829,9355,en
3830,1727,en
3831,635,en
3832,635,fr
3833,10068,en
3834,11495,en
3835,11495,it
3836,11428,en
3837,10117,en
3838,10117,fr
3839,35936,en
3840,35936,zu
3841,25562,en
3842,51763,de
3843,51763,en
3844,73079,en
3845,38921,en
3846,35463,en
3847,9679,en
3848,51333,en
3849,17771,en
3850,17771,fr
3851,10264,en
3852,31657,en
3853,29204,en
3854,29204,he
3855,29204,ru
3856,17814,en
3857,11879,en
3858,21128,en
3859,482,en
3860,592,en
3861,31593,en
3862,12611,en
3863,14328,en
3864,14328,la
3865,9040,en
3866,9040,es
3867,9040,it
3868,25364,la
3869,25364,es
3870,25364,en
3871,43002,es
3872,43002,en
3873,5121,en
3874,195,en
3875,195,de
3876,195,it
3877,6978,cn
3878,6978,en
3879,3133,es
3880,3133,en
3881,643,xx
3882,10571,en
3883,479,en
3884,479,es
3885,479,de
3886,7450,en
3887,7450,zh
3888,31023,es
3889,31023,la
3890,25636,en
3891,7443,en
3892,2123,en
3893,2123,de
3894,2024,en
3895,17711,en
3896,2133,en
3897,29946,en
3898,28774,en
3899,11598,en
3900,9702,en
3901,9873,en
3902,16820,
3903,14864,en
3904,15379,en
3905,15379,vi
3906,12764,en
3907,12764,vi
3908,27352,en
3909,8348,en
3910,24099,en
3911,17897,ar
3912,17897,en
3913,16094,en
3914,16096,en
3915,12706,en
3916,12706,it
3917,4244,en
3918,4247,en
3919,20770,en
3920,1050,zh
3921,1050,es
3922,1050,en
3923,1052,en
3924,20540,en
3925,20540,de
3926,20540,es
3927,23655,en
3928,1788,en
3929,32275,en
3930,36657,en
3931,44490,en
3932,47585,fr
3933,47585,en
3934,47585,it
3935,36047,en
3936,36047,fr
3937,2655,en
3938,12599,ja
3939,12599,en
3940,93,it
3941,93,en
3942,9278,en
3943,18118,en
3944,18118,it
3945,11940,en
3946,24167,de
3947,24167,it
3948,10276,en
3949,19380,en
3950,13783,en
3951,13783,af
3952,11624,en
3953,11624,it
3954,15867,en
3955,11686,en
3956,11686,it
3957,29263,en
3958,29263,es
3959,11830,ja
3960,12107,en
3961,10401,it
3962,10401,fr
3963,32640,en
3964,10641,en
3965,6282,en
3966,9383,en
3967,5551,en
3968,27723,en
3969,2360,fr
3970,2360,en
3971,28043,it
3972,33468,en
3973,21866,de
3974,21866,en
3975,33408,en
3976,11589,en
3977,11589,fr
3978,11589,de
3979,15158,en
3980,16139,en
3981,16146,en
3982,26515,en
3983,11856,en
3984,11856,lo
3985,13567,en
3986,10860,en
3987,8420,en
3988,8420,fr
3989,18391,en
3990,20850,de
3991,20850,en
3992,27452,en
3993,38548,en
3994,20438,en
3995,46991,fr
3996,10391,en
3997,14195,en
3998,15665,en
3999,10393,en
4000,18168,en
4001,8843,en
4002,10643,ja
4003,23618,en
4004,37136,en
4005,37137,en
4006,23283,en
4007,3110,en
4008,14698,en
4009,11694,en
4010,9651,cs
4011,9651,en
4012,11398,en
4013,1588,en
4014,19150,es
4015,19150,en
4016,41282,en
4017,12211,fr
4018,12211,gd
4019,12211,en
4020,10480,es
4021,10480,en
4022,80713,es
4023,10685,vi
4024,10685,en
4025,1619,es
4026,1619,en
4027,786,en
4028,14805,en
4029,51179,es
4030,51179,en
4031,46119,en
4032,18074,en
4033,10562,en
4034,10562,it
4035,10562,es
4036,12212,en
4037,14629,pt
4038,14629,en
4039,16,en
4040,13785,en
4041,34299,en
4042,22597,en
4043,19348,en
4044,10637,en
4045,9003,en
4046,9064,en
4047,11569,en
4048,10434,en
4049,10434,fr
4050,10434,de
4051,39113,en
4052,469,en
4053,469,hu
4054,2160,fr
4055,2160,en
4056,2161,en
4057,2161,fr
4058,3073,en
4059,3073,it
4060,911,en
4061,10973,en
4062,10787,en
4063,43109,en
4064,43109,es
4065,9507,en
4066,27475,en
4067,27764,en
4068,27767,en
4069,40760,en
4070,40446,en
4071,24664,en
4072,20455,en
4073,10461,en
4074,1485,en
4075,1597,en
4076,641,en
4077,10687,en
4078,63956,
4079,6521,de
4080,6521,en
4081,10763,en
4082,10763,de
4083,10763,es
4084,16888,en
4085,21142,en
4086,78140,en
4087,2134,en
4088,28605,en
4089,42797,en
4090,13465,en
4091,27033,en
4092,20367,en
4093,71,en
4094,1636,en
4095,1636,ru
4096,1636,es
4097,10647,en
4098,13762,es
4099,13762,en
4100,12207,cn
4101,11531,en
4102,11531,it
4103,24100,en
4104,4327,en
4105,4327,de
4106,4327,fi
4107,4958,en
4108,9678,en
4109,11978,en
4110,8870,en
4111,14295,en
4112,681,en
4113,681,de
4114,11372,en
4115,8452,en
4116,10862,en
4117,8871,en
4118,34045,de
4119,34045,fr
4120,34045,en
4121,16340,en
4122,10481,en
4123,10867,it
4124,10876,en
4125,9741,en
4126,146,zh
4127,11849,en
4128,11849,pl
4129,11983,en
4130,11678,en
4131,11678,ur
4132,11678,it
4133,2669,en
4134,2609,en
4135,12714,en
4136,708,en
4137,708,ar
4138,708,fr
4139,1857,en
4140,1857,ja
4141,10673,en
4142,2604,en
4143,2604,es
4144,10132,en
4145,11064,en
4146,107,en
4147,107,ru
4148,40820,en
4149,392,fr
4150,392,en
4151,8859,en
4152,11688,en
4153,12509,en
4154,3981,en
4155,3981,fr
4156,711,en
4157,2046,en
4158,5001,en
4159,5001,es
4160,8358,ru
4161,8358,en
4162,5994,en
4163,25520,en
4164,25520,fr
4165,1493,en
4166,1493,es
4167,1493,fr
4168,134,en
4169,21991,it
4170,21991,en
4171,10577,en
4172,10577,it
4173,21355,en
4174,21355,es
4175,29122,en
4176,11973,en
4177,11973,ru
4178,1900,es
4179,1900,en
4180,44853,en
4181,10873,en
4182,10873,de
4183,26719,en
4184,15739,en
4185,15413,en
4186,2623,en
4187,11209,cs
4188,11209,en
4189,11209,it
4190,13715,en
4191,43258,en
4192,10655,en
4193,9989,en
4194,18828,en
4195,9816,en
4196,20637,en
4197,5955,en
4198,17474,en
4199,11191,en
4200,2613,nl
4201,2613,en
4202,22021,en
4203,22048,en
4204,17006,en
4205,26333,en
4206,16723,en
4207,2018,en
4208,10499,de
4209,47943,fr
4210,74340,en
4211,5709,en
4212,11215,en
4213,26477,en
4214,26477,es
4215,10937,en
4216,4639,en
4217,96,en
4218,90,en
4219,11028,en
4220,19324,es
4221,19324,en
4222,19933,es
4223,19933,en
4224,19933,pl
4225,12919,en
4226,15785,en
4227,31701,en
4228,17159,en
4229,10110,en
4230,10110,ja
4231,10110,zh
4232,18935,en
4233,764,en
4234,15658,en
4235,4918,en
4236,28368,en
4237,52780,en
4238,26156,en
4239,34101,en
4240,32054,en
4241,2614,en
4242,12704,en
4243,580,en
4244,24828,es
4245,24828,en
4246,13703,en
4247,13703,de
4248,13703,es
4249,36914,en
4250,1547,en
4251,42010,en
4252,42010,it
4253,2608,en
4254,2608,es
4255,32058,en
4256,10019,en
4257,11649,en
4258,13509,de
4259,13509,en
4260,13509,pt
4261,51521,en
4262,34379,en
4263,24940,en
4264,37302,en
4265,10984,en
4266,843,cn
4267,843,fr
4268,843,es
4269,318,en
4270,12806,ca
4271,12806,es
4272,9740,en
4273,10878,en
4274,10878,th
4275,7093,en
4276,7093,fr
4277,16300,en
4278,19405,en
4279,1921,en
4280,1921,fr
4281,44412,en
4282,21620,en
4283,23685,en
4284,12138,en
4285,48217,fr
4286,6073,en
4287,6073,es
4288,25208,en
4289,19513,en
4290,2749,en
4291,2749,el
4292,2749,ru
4293,10050,en
4294,95682,af
4295,95682,xh
4296,95682,en
4297,2302,yi
4298,2302,en
4299,32686,en
4300,51802,en
4301,29492,en
4302,29492,pt
4303,25447,en
4304,19490,en
4305,19490,fr
4306,38805,en
4307,2428,en
4308,22013,en
4309,15598,en
4310,62127,en
4311,56137,en
4312,56137,gd
4313,17965,en
4314,17965,he
4315,33250,en
4316,14460,en
4317,9594,en
4318,4986,en
4319,2453,en
4320,33676,es
4321,33676,en
4322,4587,en
4323,11454,en
4324,38718,en
4325,4192,de
4326,4192,en
4327,4192,fr
4328,14052,en
4329,16889,en
4330,26580,en
4331,21309,en
4332,16263,en
4333,4985,en
4334,20704,en
4335,20704,es
4336,853,de
4337,853,en
4338,853,ru
4339,10877,en
4340,5257,fr
4341,5257,en
4342,77,en
4343,10833,en
4344,10833,ru
4345,20309,en
4346,12658,en
4347,10054,es
4348,10054,en
4349,10646,en
4350,2575,es
4351,2575,en
4352,55,es
4353,65075,en
4354,65075,es
4355,44379,fr
4356,2043,en
4357,2043,ru
4358,4133,en
4359,56715,fr
4360,56715,en
4361,10991,ja
4362,15940,en
4363,26791,en
4364,634,en
4365,10956,en
4366,19366,en
4367,9519,en
4368,13898,fa
4369,9290,en
4370,13166,en
4371,32590,en
4372,52654,en
4373,52654,it
4374,70282,en
4375,70282,fr
4376,111,en
4377,111,es
4378,32488,en
4379,10477,en
4380,10477,de
4381,10477,es
4382,2144,en
4383,24113,en
4384,1734,en
4385,1734,ar
4386,4973,fr
4387,4973,en
4388,849,en
4389,27223,en
4390,39266,de
4391,11307,en
4392,11163,it
4393,11163,la
4394,18691,en
4395,3784,en
4396,11936,it
4397,25221,en
4398,19494,fr
4399,19494,en
4400,40842,en
4401,19357,en
4402,33743,en
4403,9062,es
4404,9062,en
4405,11174,da
4406,11174,sv
4407,934,en
4408,934,fr
4409,934,it
4410,9476,en
4411,37691,en
4412,37691,es
4413,14268,en
4414,5852,en
4415,808,en
4416,49453,en
4417,824,fr
4418,824,es
4419,824,en
4420,676,fr
4421,676,en
4422,676,ja
4423,26813,bo
4424,29572,en
4425,29572,fr
4426,29572,it
4427,50541,en
4428,26255,en
4429,1406,en
4430,13554,en
4431,17664,en
4432,41050,it
4433,1632,en
4434,966,en
4435,966,es
4436,301,en
4437,301,it
4438,11896,en
4439,25538,en
4440,25538,ja
4441,25538,zh
4442,5923,es
4443,5923,en
4444,5923,it
4445,15497,en
4446,21876,de
4447,21876,it
4448,21876,en
4449,11090,en
4450,21056,en
4451,9397,en
4452,9705,de
4453,9705,en
4454,26475,en
4455,29937,de
4456,29937,cs
4457,10364,en
4458,10364,it
4459,32458,en
4460,1089,en
4461,9967,en
4462,17494,en
4463,17494,es
4464,17465,en
4465,759,fr
4466,759,en
4467,10297,en
4468,10297,de
4469,10653,en
4470,9576,en
4471,10865,en
4472,10865,fr
4473,10865,es
4474,1995,en
4475,10808,en
4476,9799,en
4477,644,en
4478,16161,en
4479,10691,es
4480,10691,en
4481,10615,en
4482,47596,en
4483,11826,en
4484,9301,de
4485,11444,pl
4486,11444,fr
4487,11444,es
4488,60670,fr
4489,55551,fr
4490,55551,ln
4491,55551,en
4492,10992,en
4493,10992,it
4494,2140,en
4495,2140,fr
4496,2140,zh
4497,4248,en
4498,17612,en
4499,3134,fr
4500,8217,en
4501,22478,en
4502,26483,en
4503,24382,it
4504,11286,ja
4505,11286,zh
4506,11286,ar
4507,11950,en
4508,36245,fr
4509,26573,en
4510,23439,en
4511,10728,xx
4512,11697,en
4513,6106,es
4514,6106,en
4515,22477,fr
4516,22477,en
4517,19200,en
4518,11300,en
4519,28650,en
4520,43316,en
4521,34689,en
4522,34689,es
4523,34689,it
4524,10238,sv
4525,4789,en
4526,4789,fr
4527,4789,it
4528,18030,en
4529,18988,en
4530,11536,en
4531,10339,en
4532,10339,it
4533,976,en
4534,69605,en
4535,65632,it
4536,4780,en
4537,11906,en
4538,11906,de
4539,11906,it
4540,11713,zh
4541,9589,de
4542,12481,zh
4543,13333,cn
4544,13333,en
4545,13938,en
4546,10540,en
4547,9462,cn
4548,9462,zh
4549,9462,en
4550,82623,en
4551,2114,en
4552,8835,en
4553,11371,fr
4554,11371,en
4555,11371,lt
4556,78248,bm
4557,78248,fr
4558,9517,en
4559,25985,en
4560,25985,fr
4561,25985,es
4562,15745,en
4563,24977,en
4564,36107,xx
4565,13794,en
4566,13795,en
4567,38965,en
4568,47817,en
4569,31052,en
4570,10868,en
4571,9395,en
4572,9395,es
4573,14506,en
4574,2,de
4575,2,fi
4576,26044,en
4577,14911,en
4578,15592,en
4579,15267,en
4580,15267,es
4581,12710,en
4582,30502,en
4583,19382,en
4584,9599,en
4585,9599,it
4586,17170,en
4587,18509,en
4588,110428,fr
4589,7520,en
4590,7520,es
4591,7520,pt
4592,10126,en
4593,10126,es
4594,9602,en
4595,23752,en
4596,3980,en
4597,27397,en
4598,27397,fr
4599,27397,he
4600,9748,en
4601,40095,en
4602,10651,en
4603,10141,en
4604,27362,en
4605,26386,en
4606,25884,en
4607,26355,en
4608,10675,en
4609,10675,fr
4610,10130,en
4611,2617,en
4612,21362,en
4613,20443,en
4614,49365,en
4615,11347,en
4616,12144,en
4617,13704,en
4618,12505,en
4619,41963,en
4620,41963,fr
4621,13482,es
4622,13482,en
4623,34014,en
4624,12120,en
4625,47818,en
4626,3543,de
4627,3543,en
4628,9604,en
4629,9604,ru
4630,10925,en
4631,13965,en
4632,24266,en
4633,18197,en
4634,11503,en
4635,11966,en
4636,2605,en
4637,8740,en
4638,8740,nl
4639,8740,fr
4640,41428,ja
4641,8337,en
4642,8337,de
4643,28176,en
4644,9493,en
4645,12582,en
4646,10001,en
4647,10001,es
4648,11352,en
4649,12500,en
4650,1648,en
4651,1648,fr
4652,1648,de
4653,4105,en
4654,4105,ja
4655,22711,en
4656,19124,vi
4657,19124,en
4658,10142,en
4659,3064,en
4660,10134,en
4661,21291,en
4662,30352,en
4663,15142,en
4664,14550,en
4665,2210,en
4666,21721,en
4667,11828,en
4668,11828,ja
4669,10551,en
4670,20713,en
4671,27461,en
4672,1380,en
4673,1380,pt
4674,1380,vi
4675,11465,en
4676,17190,en
4677,17190,es
4678,9085,en
4679,9085,ru
4680,17819,en
4681,17819,ro
4682,17819,es
4683,14776,en
4684,29185,en
4685,32059,en
4686,505,en
4687,4486,en
4688,4486,it
4689,4486,fr
4690,10345,en
4691,10222,en
4692,10222,de
4693,12774,en
4694,14621,en
4695,14621,pt
4696,14621,es
4697,19118,es
4698,19118,en
4699,15138,en
4700,9494,en
4701,17362,en
4702,17362,es
4703,9942,en
4704,8216,en
4705,4296,en
4706,24739,en
4707,9686,en
4708,27418,en
4709,39002,en
4710,31606,en
4711,37146,en
4712,20006,en
4713,8867,en
4714,331,en
4715,331,es
4716,11467,en
4717,327,en
4718,327,it
4719,327,ja
4720,1548,en
4721,13403,de
4722,13403,en
4723,869,en
4724,552,it
4725,36095,ja
4726,33379,en
4727,2171,en
4728,41946,en
4729,10135,en
4730,10135,pt
4731,19236,en
4732,60276,en
4733,60276,es
4734,12150,en
4735,11185,en
4736,47045,en
4737,12478,en
4738,25155,en
4739,65015,en
4740,24077,de
4741,24077,en
4742,9618,en
4743,31608,fr
4744,31608,en
4745,22102,en
4746,6951,en
4747,11959,en
4748,2616,en
4749,249,en
4750,183,en
4751,183,it
4752,8494,en
4753,26535,en
4754,41784,cr
4755,41784,en
4756,41784,la
4757,27431,it
4758,2148,en
4759,2148,it
4760,31941,en
4761,27813,en
4762,2057,en
4763,2057,de
4764,2057,la
4765,9880,en
4766,5175,cn
4767,5175,en
4768,5175,zh
4769,41951,en
4770,41951,fr
4771,41951,ha
4772,11385,en
4773,11385,es
4774,11385,sw
4775,4484,fr
4776,44258,en
4777,20391,es
4778,20391,en
4779,12584,en
4780,12584,ru
4781,70042,
4782,11542,en
4783,11542,es
4784,17169,en
4785,39176,en
4786,39176,es
4787,19267,en
4788,2770,en
4789,12610,en
4790,1933,fr
4791,1933,en
4792,13496,en
4793,21055,en
4794,24936,en
4795,10972,en
4796,1722,en
4797,1722,it
4798,1722,el
4799,9896,en
4800,9683,en
4801,2779,fr
4802,2779,en
4803,2294,en
4804,10016,en
4805,26602,en
4806,22230,en
4807,13966,en
4808,742,sv
4809,15104,en
4810,15104,es
4811,8922,en
4812,11065,en
4813,11065,fr
4814,16314,en
4815,18885,en
4816,18885,fr
4817,40508,en
4818,16307,en
4819,11370,en
4820,11370,hu
4821,12508,en
4822,25462,en
4823,18734,en
4824,44321,de
4825,44321,es
4826,58062,en
4827,2176,es
4828,2176,en
4829,20857,en
4830,22617,en
4831,22617,fr
4832,22617,it
4833,75386,en
4834,2185,en
4835,10696,en
4836,2034,en
4837,2034,ru
4838,2034,es
4839,21538,en
4840,48834,en
4841,31016,en
4842,32567,en
4843,12537,en
4844,9028,en
4845,9028,it
4846,16180,en
4847,11521,en
4848,11521,fr
4849,11521,hu
4850,21028,ru
4851,27327,en
4852,29756,en
4853,29756,it
4854,20115,it
4855,30295,fr
4856,30295,en
4857,30295,it
4858,25767,en
4859,22874,en
4860,11576,en
4861,43860,en
4862,43802,en
4863,9660,en
4864,15393,en
4865,248,en
4866,248,es
4867,1644,en
4868,12502,en
4869,66092,en
4870,10373,en
4871,13766,en
4872,16380,en
4873,16380,fr
4874,16380,pt
4875,12103,en
4876,12103,es
4877,12103,it
4878,11313,en
4879,9398,en
4880,45864,en
4881,10866,en
4882,34549,en
4883,9778,en
4884,58429,es
4885,16121,de
4886,16121,en
4887,16121,fr
4888,40220,en
4889,166,fr
4890,1623,en
4891,40932,de
4892,40932,en
4893,13550,en
4894,16769,en
4895,42158,en
4896,1716,de
4897,1716,fr
4898,3172,en
4899,17708,en
4900,17708,es
4901,17708,th
4902,12780,cn
4903,570,en
4904,570,fr
4905,570,it
4906,1018,es
4907,1018,en
4908,25641,en
4909,16767,de
4910,16767,ja
4911,11380,fr
4912,11380,en
4913,984,es
4914,984,en
4915,14811,ru
4916,14811,he
4917,14811,en
4918,55727,en
4919,9585,en
4920,9585,fa
4921,14267,en
4922,45929,en
4923,768,en
4924,2100,en
4925,11091,en
4926,18192,en
4927,9081,en
4928,167,en
4929,9378,en
4930,27444,en
4931,141,en
4932,10034,en
4933,11457,en
4934,10778,fr
4935,10778,en
4936,10778,it
4937,67385,fr
4938,11456,en
4939,585,en
4940,10796,en
4941,23949,en
4942,11088,en
4943,9889,en
4944,45964,en
4945,671,en
4946,20794,en
4947,11469,en
4948,14369,en
4949,1535,cn
4950,1535,en
4951,1535,de
4952,1433,es
4953,1999,sh
4954,1999,en
4955,12472,en
4956,11834,en
4957,16085,en
4958,269,fr
4959,269,en
4960,16441,en
4961,11422,en
4962,31037,en
4963,10656,fr
4964,32847,en
4965,32847,pt
4966,39938,en
4967,39938,de
4968,14584,en
4969,14584,de
4970,58886,nl
4971,72277,en
4972,72277,it
4973,5781,es
4974,5781,fr
4975,23805,de
4976,23805,en
4977,11033,en
4978,3537,ru
4979,3537,en
4980,3537,es
4981,8738,ru
4982,8738,en
4983,8738,ja
4984,3604,en
4985,6974,en
4986,10649,en
4987,42566,en
4988,17689,en
4989,10847,en
4990,33525,en
4991,27591,en
4992,299,en
4993,42160,en
4994,10650,en
4995,8007,cs
4996,8007,en
4997,8007,es
4998,19076,en
4999,50562,en
5000,13503,en
5001,161,it
5002,161,en
5003,43774,az
5004,43774,fa
5005,31064,en
5006,31682,en
5007,8342,bs
5008,8342,en
5009,8342,fr
5010,4886,en
5011,228,de
5012,23111,ru
5013,23111,en
5014,194,fr
5015,194,ru
5016,11397,en
5017,1903,en
5018,11889,en
5019,28171,en
5020,28171,ps
5021,28171,fa
5022,9523,en
5023,9428,en
5024,9428,it
5025,1649,en
5026,11938,en
5027,24264,en
5028,26978,en
5029,19209,en
5030,8386,en
5031,12589,en
5032,12312,en
5033,11232,en
5034,11232,fr
5035,120,en
5036,11086,en
5037,453,en
5038,11414,en
5039,10794,en
5040,5052,en
5041,5052,fr
5042,5052,tr
5043,37257,de
5044,37257,en
5045,8489,en
5046,855,en
5047,855,so
5048,12660,en
5049,10269,en
5050,5279,en
5051,10950,en
5052,1365,en
5053,6440,en
5054,6037,en
5055,61418,en
5056,11857,en
5057,6312,de
5058,6312,fr
5059,6312,it
5060,11595,cn
5061,11595,en
5062,24166,en
5063,24166,zh
5064,24166,fr
5065,10170,en
5066,10170,ru
5067,18317,en
5068,848,en
5069,9610,en
5070,15035,en
5071,4965,en
5072,11891,en
5073,11888,en
5074,150,en
5075,112,da
5076,112,it
5077,20678,en
5078,15050,en
5079,10423,en
5080,10423,cn
5081,57976,en
5082,651,en
5083,651,ja
5084,651,ko
5085,20620,en
5086,18647,en
5087,18647,es
5088,11362,en
5089,11362,es
5090,11362,it
5091,2637,en
5092,10229,en
5093,12659,zh
5094,35650,fr
5095,35650,en
5096,35650,no
5097,9606,en
5098,9606,fr
5099,9606,es
5100,11447,it
5101,11447,la
5102,16550,en
5103,16550,de
5104,16550,it
5105,13915,en
5106,34723,fr
5107,34723,en
5108,34723,ru
5109,31674,en
5110,20009,en
5111,2084,en
5112,2084,ru
5113,74692,en
5114,4031,fr
5115,11870,en
5116,11870,fr
5117,11870,it
5118,9884,en
5119,9884,es
5120,11535,de
5121,11535,fr
5122,11535,ja
5123,27593,en
5124,11212,en
5125,11212,es
5126,28345,en
5127,21845,en
5128,11528,fr
5129,11528,en
5130,931,it
5131,931,en
5132,17130,en
5133,10592,en
5134,10592,de
5135,8470,en
5136,8470,es
5137,16690,en
5138,39939,en
5139,9272,en
5140,14778,en
5141,19137,en
5142,32499,en
5143,33668,en
5144,993,it
5145,993,en
5146,11698,en
5147,11698,it
5148,11698,de
5149,10052,en
5150,10052,es
5151,11979,en
5152,13791,en
5153,13791,es
5154,9991,en
5155,9991,it
5156,480,en
5157,480,hi
5158,44340,en
5159,18984,en
5160,23479,es
5161,23479,en
5162,15999,ja
5163,614,la
5164,614,sv
5165,2752,en
5166,10590,en
5167,10590,vi
5168,10590,fr
5169,22910,en
5170,42517,en
5171,13225,en
5172,7219,it
5173,18646,en
5174,13950,en
5175,13950,fr
5176,2135,en
5177,965,en
5178,33135,en
5179,54287,en
5180,32030,de
5181,32030,en
5182,32030,fr
5183,29343,en
5184,27458,en
5185,27458,fr
5186,14807,fr
5187,14807,en
5188,39543,fr
5189,30924,en
5190,24825,en
5191,38147,en
5192,24032,en
5193,425,en
5194,1576,en
5195,5851,en
