index,mid,country_id
1807,23383,GB
1808,25430,US
1809,11426,US
1810,654,US
1811,15919,US
1812,1725,US
1813,5769,GB
1814,874,GB
1815,10633,US
1816,17917,GB
1817,3116,US
1818,1051,US
1819,1366,US
1820,12102,US
1821,16619,US
1822,9443,GB
1823,11050,US
1824,606,US
1825,746,CN
1826,746,FR
1827,746,IT
1828,380,US
1829,403,US
1830,11485,US
1831,466,US
1832,13820,US
1833,15389,ES
1834,15389,US
1835,13597,GB
1836,13597,US
1837,2108,US
1838,10014,US
1839,10072,US
1840,10131,US
1841,10160,US
1842,11284,US
1843,4488,US
1844,9725,US
1845,9728,US
1846,9730,US
1847,9731,US
1848,10225,US
1849,10281,US
1850,10283,US
1851,948,US
1852,11281,US
1853,10676,US
1854,11357,US
1855,11361,US
1856,36599,CA
1857,41769,CA
1858,10585,US
1859,11186,US
1860,11187,GB
1861,11187,US
1862,609,US
1863,11133,US
1864,10306,US
1865,9552,US
1866,11586,US
1867,11587,US
1868,941,US
1869,942,US
1870,943,US
1871,927,US
1872,928,US
1873,9340,US
1874,9342,US
1875,38509,US
1876,60033,US
1877,12101,US
1878,19,DE
1879,165,US
1880,196,US
1881,551,US
1882,16084,US
1883,17984,US
1884,22328,US
1885,32611,US
1886,3170,US
1887,346,JP
1888,859,GB
1889,859,US
1890,841,US
1891,11051,US
1892,11051,CA
1893,242,IT
1894,242,US
1895,1411,US
1896,9769,FR
1897,9769,US
1898,9424,AU
1899,9424,US
1900,9835,US
1901,857,US
1902,20173,US
1903,10957,US
1904,9570,US
1905,16249,US
1906,13962,US
1907,14612,US
1908,14612,GB
1909,19378,US
1910,29228,US
1911,19379,US
1912,11164,US
1913,18887,US
1914,40866,US
1915,10122,US
1916,9994,US
1917,12129,US
1918,14140,US
1919,10439,US
1920,11158,US
1921,9354,US
1922,28736,US
1923,34774,US
1924,37969,CA
1925,37969,US
1926,9631,DE
1927,9631,US
1928,9820,US
1929,14013,US
1930,1779,US
1931,10849,US
1932,678,US
1933,907,IT
1934,907,ES
1935,907,GB
1936,5961,SE
1937,5961,DE
1938,5961,FR
1939,47908,US
1940,42121,US
1941,2887,US
1942,11974,US
1943,20348,US
1944,26648,IT
1945,11911,AT
1946,11911,DE
1947,11911,HU
1948,793,US
1949,35144,US
1950,9325,US
1951,10340,US
1952,10144,US
1953,10414,US
1954,10437,GB
1955,10437,US
1956,15300,US
1957,12230,US
1958,10693,US
1959,11335,US
1960,11135,US
1961,11319,US
1962,14822,
1963,15969,US
1964,13155,GB
1965,13155,US
1966,10249,US
1967,15943,US
1968,10882,US
1969,24808,US
1970,19762,US
1971,13850,US
1972,2619,US
1973,53565,US
1974,41841,US
1975,27332,US
1976,97,US
1977,10419,US
1978,11675,US
1979,2107,US
1980,6471,US
1981,9442,US
1982,11591,US
1983,13697,US
1984,227,US
1985,87,US
1986,123,ES
1987,123,GB
1988,123,US
1989,9314,GB
1990,11336,US
1991,9980,US
1992,10657,US
1993,10489,US
1994,10823,US
1995,11497,IE
1996,11497,GB
1997,11497,US
1998,2907,US
1999,9454,US
2000,8688,CA
2001,8688,US
2002,23954,CA
2003,23954,FR
2004,23954,US
2005,12761,FR
2006,12761,DE
2007,12761,SE
2008,396,US
2009,14367,US
2010,11814,US
2011,16081,US
2012,18331,US
2013,15171,US
2014,11837,GB
2015,11704,US
2016,11639,GB
2017,11639,US
2018,4978,US
2019,10380,US
2020,11976,US
2021,15144,US
2022,11522,US
2023,11557,US
2024,13853,US
2025,11415,US
2026,37530,US
2027,8393,ZA
2028,8393,BW
2029,11937,ZA
2030,11937,BW
2031,21661,CA
2032,21661,US
2033,9320,US
2034,33644,US
2035,14662,US
2036,125124,
2037,10692,US
2038,805,US
2039,34584,DE
2040,34636,DE
2041,34636,US
2042,2182,US
2043,28070,US
2044,77469,US
2045,10278,US
2046,36647,US
2047,14557,US
2048,9417,US
2049,41469,US
2050,19381,CA
2051,19381,IT
2052,19381,US
2053,4011,US
2054,161795,US
2055,1580,US
2056,5854,US
2057,573,GB
2058,2370,US
2059,5780,US
2060,506,US
2061,22527,US
2062,574,US
2063,11219,US
2064,30159,US
2065,845,US
2066,1978,GB
2067,3682,US
2068,46702,US
2069,847,US
2070,117,US
2071,14577,CA
2072,14577,US
2073,37498,AW
2074,37498,HK
2075,37498,US
2076,31667,US
2077,13321,US
2078,21734,US
2079,31997,US
2080,24197,US
2081,11462,US
2082,31995,GB
2083,940,GB
2084,12684,GB
2085,2761,GB
2086,8208,GB
2087,36056,GB
2088,2760,GB
2089,10220,US
2090,431,CA
2091,22796,US
2092,37916,IT
2093,21873,US
2094,21500,US
2095,12626,US
2096,37818,
2097,3525,US
2098,2321,US
2099,2028,US
2100,16384,US
2101,10699,US
2102,11597,US
2103,47947,US
2104,48311,US
2105,44772,US
2106,14347,US
2107,41090,US
2108,18282,US
2109,18169,US
2110,11082,US
2111,5971,US
2112,11933,US
2113,20096,US
2114,30815,US
2115,881,US
2116,4478,US
2117,22318,US
2118,53113,US
2119,2109,US
2120,24746,US
2121,8195,FR
2122,8195,GB
2123,8195,US
2124,9877,CA
2125,9877,FR
2126,9877,US
2127,26618,DE
2128,26618,US
2129,21132,CA
2130,21132,US
2131,11855,US
2132,24016,IT
2133,24016,GB
2134,3486,GB
2135,3486,US
2136,11071,US
2137,1091,US
2138,10403,US
2139,11337,US
2140,162,US
2141,25723,US
2142,8916,US
2143,28134,
2144,9429,US
2145,12159,NZ
2146,12159,US
2147,27791,US
2148,30197,US
2149,10156,US
2150,10377,US
2151,3121,US
2152,4975,GB
2153,9713,US
2154,134368,US
2155,9821,US
2156,4437,US
2157,1890,US
2158,1955,GB
2159,1955,US
2160,39437,US
2161,11932,CA
2162,11932,US
2163,6435,US
2164,10683,US
2165,9445,FR
2166,9445,US
2167,2657,US
2168,9425,US
2169,32326,US
2170,637,IT
2171,8675,JP
2172,8675,US
2173,20701,US
2174,9945,US
2175,73,US
2176,18603,US
2177,46889,US
2178,12888,US
2179,3033,GB
2180,3033,US
2181,9882,US
2182,10663,US
2183,4518,US
2184,1808,GB
2185,1808,US
2186,3600,US
2187,17037,CA
2188,17037,US
2189,297,US
2190,21589,CA
2191,11893,US
2192,12223,US
2193,32081,US
2194,14924,GB
2195,10002,GB
2196,41817,US
2197,19426,IT
2198,19426,FR
2199,12560,US
2200,9798,US
2201,14444,US
2202,9487,US
2203,9466,US
2204,666,BR
2205,2042,US
2206,10162,FR
2207,10162,GB
2208,309,DK
2209,309,SE
2210,692,US
2211,24018,US
2212,1678,JP
2213,39256,US
2214,39256,JP
2215,1680,JP
2216,244,US
2217,10730,US
2218,31947,US
2219,8130,US
2220,11532,GB
2221,9749,US
2222,14628,US
2223,9626,NL
2224,9626,US
2225,13698,US
2226,10466,US
2227,707,GB
2228,11954,GB
2229,9336,US
2230,10157,US
2231,12118,US
2232,10587,US
2233,11825,US
2234,11895,US
2235,9447,AU
2236,12257,US
2237,10029,US
2238,27104,ES
2239,27104,IT
2240,27104,TR
2241,11252,US
2242,8545,GB
2243,10223,US
2244,9745,US
2245,200,US
2246,9837,US
2247,11545,US
2248,1934,GB
2249,1934,US
2250,11881,US
2251,13764,US
2252,24951,CA
2253,24951,US
2254,8879,US
2255,1369,MX
2256,1369,US
2257,1368,US
2258,1370,US
2259,10303,US
2260,9326,MX
2261,9326,US
2262,10328,US
2263,11285,US
2264,1367,US
2265,1371,US
2266,1374,US
2267,1375,US
2268,15196,US
2269,11904,US
2270,215875,US
2271,15596,US
2272,13818,US
2273,29968,US
2274,44326,US
2275,1885,US
2276,8856,US
2277,10495,US
2278,5825,US
2279,9489,US
2280,16885,IE
2281,16885,GB
2282,8741,CA
2283,8741,US
2284,9276,US
2285,9822,US
2286,39314,US
2287,10312,US
2288,9441,US
2289,9422,US
2290,24525,US
2291,10368,GB
2292,10368,IT
2293,31662,CA
2294,31662,JP
2295,31662,US
2296,46992,GB
2297,825,US
2298,15556,US
2299,28902,US
2300,14709,US
2301,9423,US
2302,9423,GB
2303,9423,DE
2304,10658,US
2305,6917,CA
2306,6917,US
2307,24086,US
2308,11815,US
2309,9426,CA
2310,9426,GB
2311,9426,US
2312,10344,CA
2313,10344,US
2314,15698,US
2315,2620,US
2316,30497,US
2317,16337,US
2318,16780,US
2319,12151,US
2320,33278,US
2321,192,DE
2322,192,FR
2323,192,IT
2324,10945,US
2325,10013,US
2326,9671,AU
2327,9396,AU
2328,9396,US
2329,11038,US
2330,12278,US
2331,11873,US
2332,18588,US
2333,10015,US
2334,12715,US
2335,8388,US
2336,8129,DE
2337,8129,GB
2338,8129,ES
2339,1618,GB
2340,10722,IT
2341,10722,ES
2342,10314,US
2343,11167,GB
2344,2112,US
2345,16172,US
2346,111794,US
2347,9524,AT
2348,9524,DE
2349,20595,US
2350,16306,CZ
2351,16306,FR
2352,11622,US
2353,10207,US
2354,9849,US
2355,18892,US
2356,13466,US
2357,1542,US
2358,43978,IR
2359,43978,FR
2360,15256,US
2361,8224,US
2362,18417,US
2363,1847,US
2364,42113,JP
2365,8913,US
2366,10906,US
2367,25748,US
2368,25749,US
2369,8769,US
2370,14742,US
2371,10671,US
2372,27932,US
2373,7227,US
2374,10670,US
2375,5919,US
2376,33518,US
2377,40160,US
2378,2362,US
2379,10803,US
2380,871,US
2381,1685,US
2382,1705,US
2383,1688,US
2384,1687,US
2385,166680,US
2386,11123,US
2387,31638,US
2388,113286,
2389,9535,AU
2390,9535,US
2391,9455,US
2392,796,US
2393,100,GB
2394,77936,BE
2395,77936,FR
2396,77936,LU
2397,30943,US
2398,7341,US
2399,10350,LU
2400,10350,US
2401,11772,GB
2402,9540,CA
2403,9540,US
2404,31503,US
2405,11773,GB
2406,11773,US
2407,30202,GB
2408,22345,US
2409,1567,FR
2410,1641,US
2411,47288,US
2412,10212,CZ
2413,10212,GB
2414,10212,US
2415,10354,US
2416,8583,US
2417,16520,US
2418,16508,US
2419,11374,US
2420,16379,US
2421,28029,US
2422,603,AU
2423,603,US
2424,4951,US
2425,65749,AR
2426,65749,ES
2427,8970,US
2428,9840,FR
2429,30950,FR
2430,30950,ES
2431,30950,GB
2432,11660,GB
2433,11660,US
2434,9430,US
2435,11355,US
2436,18764,HK
2437,9465,US
2438,1414,FI
2439,1414,FR
2440,1414,ES
2441,49981,DE
2442,49981,US
2443,6522,US
2444,114719,US
2445,10209,FR
2446,10209,GB
2447,22826,IT
2448,22826,FR
2449,1902,ES
2450,1902,FR
2451,1902,IT
2452,6396,US
2453,39964,US
2454,12596,DE
2455,12596,US
2456,9451,US
2457,1946,CA
2458,1946,FR
2459,1946,GB
2460,1844,GB
2461,1844,US
2462,6552,US
2463,24584,GB
2464,25471,CN
2465,25471,HK
2466,28519,GB
2467,28519,US
2468,3309,US
2469,18462,US
2470,28941,US
2471,18252,US
2472,8592,US
2473,564,MA
2474,564,GB
2475,564,US
2476,13852,AU
2477,25232,CA
2478,25232,IE
2479,10210,IT
2480,10210,US
2481,10210,GB
2482,53862,US
2483,17962,JP
2484,9460,HK
2485,1893,US
2486,31342,US
2487,44297,IT
2488,44297,GB
2489,8785,PL
2490,15849,US
2491,18990,GB
2492,15660,US
2493,1924,GB
2494,1924,US
2495,8536,GB
2496,8536,US
2497,9531,GB
2498,9531,US
2499,11411,GB
2500,11411,US
2501,138,US
2502,3035,US
2503,3076,US
2504,3079,GB
2505,13666,US
2506,29794,GB
2507,29794,US
2508,9077,US
2509,36685,GB
2510,36685,US
2511,30168,US
2512,10785,US
2513,19483,US
2514,8974,US
2515,11549,US
2516,18158,US
2517,17918,US
2518,37305,US
2519,18784,US
2520,509,GB
2521,509,US
2522,1090,DE
2523,1090,US
2524,15059,GB
2525,15059,US
2526,12117,US
2527,11779,CU
2528,11779,DE
2529,11779,FR
2530,13533,US
2531,62676,US
2532,817,US
2533,14283,CA
2534,14283,IT
2535,14283,GB
2536,37135,US
2537,2275,DE
2538,2275,US
2539,24137,GB
2540,24137,US
2541,10376,IT
2542,104,DE
2543,15800,US
2544,9032,US
2545,13821,AU
2546,9421,FR
2547,55955,GB
2548,67067,AU
2549,6488,US
2550,9473,US
2551,8487,US
2552,10279,US
2553,2105,US
2554,1073,US
2555,10239,FR
2556,10208,US
2557,2667,US
2558,345,GB
2559,345,US
2560,9825,US
2561,620,US
2562,2978,US
2563,10490,US
2564,11618,US
2565,332,US
2566,8914,AU
2567,8914,US
2568,9824,US
2569,4806,US
2570,33430,US
2571,247,US
2572,10056,US
2573,967,US
2574,802,GB
2575,802,US
2576,3175,GB
2577,3175,US
2578,147,FR
2579,1628,FR
2580,21185,US
2581,11120,US
2582,10136,US
2583,32060,US
2584,48686,US
2585,48259,US
2586,873,US
2587,48660,US
2588,26789,US
2589,3934,FR
2590,108312,US
2591,198469,IT
2592,198469,NL
2593,198469,US
2594,11416,FR
2595,11416,GB
2596,10776,US
2597,24452,US
2598,9710,US
2599,31924,US
2600,30890,US
2601,24081,US
2602,20242,US
2603,66194,US
2604,3526,US
2605,16406,CA
2606,16406,FR
2607,16406,US
2608,10386,US
2609,745,US
2610,913,US
2611,912,US
2612,12229,GB
2613,67323,
2614,19457,US
2615,11353,US
2616,17707,US
2617,9781,US
2618,18212,CA
2619,13817,AU
2620,12185,US
2621,28501,US
2622,25319,GB
2623,25319,US
2624,24103,GB
2625,10552,NL
2626,10552,US
2627,9267,GB
2628,10766,US
2629,10768,GB
2630,10768,US
2631,813,US
2632,2665,US
2633,9406,FR
2634,9406,GB
2635,9406,LU
2636,11418,US
2637,11153,US
2638,14170,US
2639,2280,US
2640,11077,US
2641,28597,US
2642,22611,JP
2643,22611,US
2644,39780,AU
2645,39780,GB
2646,39780,US
2647,10396,US
2648,9944,US
2649,850,US
2650,850,CA
2651,10154,GB
2652,10154,US
2653,10342,US
2654,10366,US
2655,9349,US
2656,10494,JP
2657,22314,US
2658,51679,
2659,11037,CA
2660,11037,IL
2661,11037,US
2662,11955,CA
2663,11955,IL
2664,2038,GB
2665,2038,US
2666,28737,CA
2667,11963,US
2668,141489,
2669,9096,US
2670,113273,US
2671,1911,US
2672,2900,US
2673,17709,US
2674,37718,US
2675,2162,US
2676,14578,US
2677,40694,GB
2678,49184,LB
2679,49184,BE
2680,49184,FR
2681,10307,US
2682,11601,US
2683,1075,RS
2684,1075,RO
2685,1075,DE
2686,21719,US
2687,47951,JP
2688,43832,US
2689,47697,FR
2690,47697,IT
2691,47697,MA
2692,26522,US
2693,28295,US
2694,12105,GB
2695,12105,US
2696,14,US
2697,24128,US
2698,11001,DE
2699,11001,US
2700,10390,US
2701,9453,IT
2702,9453,US
2703,704,GB
2704,142132,GB
2705,142132,US
2706,24153,US
2707,11797,US
2708,18086,US
2709,17887,US
2710,10669,US
2711,11527,GB
2712,11527,US
2713,40867,US
2714,1049,FR
2715,1049,US
2716,28032,US
2717,11326,GB
2718,28377,US
2719,10975,HK
2720,10974,HK
2721,10974,HR
2722,10398,CA
2723,10398,US
2724,2290,FR
2725,2290,HU
2726,2290,US
2727,24071,US
2728,62994,CA
2729,62994,US
2730,60994,US
2731,16112,DE
2732,16112,US
2733,32305,BE
2734,32305,DE
2735,32305,US
2736,14429,US
2737,15198,CA
2738,15198,US
2739,6415,US
2740,24066,US
2741,21430,US
2742,10381,GB
2743,171982,
2744,60285,US
2745,5622,IT
2746,10349,US
2747,42518,US
2748,29787,US
2749,9638,US
2750,10576,US
2751,12662,US
2752,11712,JP
2753,12618,US
2754,13824,CA
2755,226,US
2756,10388,US
2757,9346,US
2758,861,US
2759,14412,US
2760,9377,US
2761,11541,AU
2762,11541,US
2763,11901,US
2764,4929,US
2765,11230,HK
2766,8416,FR
2767,8416,IT
2768,11054,US
2769,851,GB
2770,24453,
2771,18254,US
2772,56235,
2773,20123,BA
2774,20123,IT
2775,20123,GB
2776,16642,US
2777,3086,US
2778,16305,US
2779,32255,US
2780,19997,US
2781,3767,US
2782,17352,US
2783,535,US
2784,2731,FR
2785,1654,GB
2786,1654,US
2787,14831,GB
2788,658,GB
2789,657,GB
2790,646,GB
2791,646,US
2792,5689,US
2793,391,DE
2794,391,ES
2795,391,IT
2796,8052,US
2797,772,US
2798,31650,US
2799,550,DE
2800,550,US
2801,12220,US
2802,1610,GB
2803,42881,US
2804,29064,
2805,404,US
2806,42196,US
2807,36819,GB
2808,42726,FR
2809,9343,DE
2810,9343,PE
2811,16858,US
2812,42006,CN
2813,11562,US
2814,10496,US
2815,16162,US
2816,8649,US
2817,31306,US
2818,10563,AU
2819,10563,US
2820,14484,US
2821,32043,US
2822,15247,GB
2823,29251,US
2824,5548,US
2825,5549,US
2826,856,US
2827,38772,US
2828,699,GB
2829,699,US
2830,709,GB
2831,709,US
2832,253,GB
2833,13511,IE
2834,13511,GB
2835,660,GB
2836,11377,US
2837,26149,US
2838,492,US
2839,128,JP
2840,8672,DE
2841,8672,GB
2842,8672,FI
2843,8056,BE
2844,8056,IL
2845,8056,NL
2846,2020,US
2847,9481,US
2848,9008,US
2849,14242,US
2850,16129,CA
2851,16129,FR
2852,11489,FR
2853,11489,BE
2854,28145,US
2855,18111,US
2856,31361,US
2857,11223,US
2858,16281,US
2859,16288,US
2860,1694,US
2861,476,US
2862,37094,US
2863,13555,US
2864,961,US
2865,24831,US
2866,25560,IT
2867,25560,US
2868,21610,US
2869,11878,JP
2870,11510,US
2871,11234,US
2872,957,US
2873,11886,US
2874,37853,US
2875,62204,CA
2876,62204,FR
2877,62204,US
2878,11040,US
2879,21849,US
2880,1621,US
2881,14035,CA
2882,40771,US
2883,40772,CA
2884,40773,US
2885,11498,US
2886,11790,GB
2887,29371,US
2888,47941,US
2889,21349,US
2890,1832,US
2891,10047,US
2892,10047,FR
2893,10047,CZ
2894,10228,JP
2895,47692,CA
2896,47692,GB
2897,18561,US
2898,144953,US
2899,11663,IE
2900,11663,GB
2901,11663,US
2902,13485,US
2903,9289,US
2904,9264,US
2905,18222,US
2906,11165,JP
2907,11165,US
2908,4203,ES
2909,24226,US
2910,11379,US
2911,29154,US
2912,2039,US
2913,77915,US
2914,11943,US
2915,11481,GB
2916,2690,US
2917,20565,GB
2918,27141,US
2919,10399,GB
2920,2668,DE
2921,2668,US
2922,36643,GB
2923,36643,US
2924,99,FR
2925,99,ES
2926,25898,US
2927,9647,US
2928,11787,US
2929,5156,IT
2930,24276,US
2931,11953,JP
2932,11953,US
2933,29005,US
2934,26371,GB
2935,596,US
2936,52470,US
2937,20334,US
2938,11393,US
2939,31121,US
2940,293,US
2941,10998,US
2942,12235,US
2943,36094,US
2944,9013,US
2945,11005,US
2946,59820,US
2947,2924,US
2948,177,US
2949,38557,US
2950,13681,US
2951,34760,US
2952,9946,US
2953,863,US
2954,31582,US
2955,22267,US
2956,10411,US
2957,20024,US
2958,20024,GB
2959,13787,AU
2960,13787,US
2961,9684,US
2962,9586,US
2963,70801,US
2964,777,FR
2965,21887,US
2966,32331,US
2967,32669,US
2968,18161,US
2969,31681,US
2970,32274,US
2971,10402,US
2972,497,US
2973,1715,US
2974,42739,IT
2975,42739,GB
2976,25188,US
2977,15515,US
2978,1439,US
2979,2277,DE
2980,2277,US
2981,10137,DE
2982,10137,US
2983,10387,CN
2984,10387,FR
2985,10387,JP
2986,49948,US
2987,334,US
2988,30237,GB
2989,30237,US
2990,50116,FR
2991,50116,GB
2992,50116,US
2993,46435,GB
2994,46435,US
2995,22213,US
2996,36492,US
2997,624,US
2998,26578,GB
2999,26578,US
3000,43103,GB
3001,9563,US
3002,1850,US
3003,926,US
3004,1213,US
3005,10471,US
3006,10400,US
3007,10397,IE
3008,10397,US
3009,12524,GB
3010,12524,IT
3011,12524,US
3012,28216,
3013,36773,US
3014,10219,US
3015,3558,DE
3016,3558,US
3017,17908,US
3018,10384,CH
3019,10384,US
3020,48233,IN
3021,10236,US
3022,632,US
3023,11851,US
3024,5924,US
3025,14886,US
3026,26617,US
3027,10493,AU
3028,10493,US
3029,16241,GB
3030,16241,US
3031,22160,US
3032,9644,US
3033,13342,US
3034,35119,AU
3035,35119,US
3036,14919,US
3037,14040,US
3038,22692,US
3039,2990,US
3040,10831,GB
3041,33078,GB
3042,33078,NL
3043,16672,JP
3044,10472,US
3045,21489,DE
3046,21489,GB
3047,13005,US
3048,18681,AU
3049,18681,CA
3050,18681,GB
3051,20468,
3052,14521,BT
3053,14521,US
3054,10406,US
3055,14741,US
3056,1883,US
3057,2005,US
3058,6279,US
3059,11087,US
3060,7305,US
3061,24735,US
3062,9475,US
3063,8872,US
3064,8873,US
3065,11287,US
3066,9869,US
3067,619,US
3068,9374,US
3069,11259,US
3070,8293,JP
3071,8293,GB
3072,8293,US
3073,11068,US
3074,1923,US
3075,10158,US
3076,10206,US
3077,11782,HK
3078,10086,BE
3079,9367,MX
3080,9367,US
3081,9876,US
3082,10326,US
3083,16562,US
3084,9609,US
3085,12143,US
3086,4234,US
3087,9605,US
3088,8374,CA
3089,8374,US
3090,29076,US
3091,28156,US
3092,113096,
3093,24349,US
3094,27841,US
3095,1907,GB
3096,1907,US
3097,15489,US
3098,15655,US
3099,36210,CN
3100,30062,US
3101,62463,GB
3102,25934,GB
3103,14181,US
3104,10385,DE
3105,10385,US
3106,2787,US
3107,2069,CA
3108,2069,US
3109,61416,GB
3110,79515,US
3111,28978,US
3112,901,US
3113,25010,US
3114,10098,US
3115,33374,US
3116,127602,GB
3117,2155,US
3118,11004,DE
3119,11004,JP
3120,11004,GB
3121,20682,US
3122,25166,US
3123,1831,US
3124,10416,US
3125,14271,US
3126,4816,DE
3127,4816,US
3128,4816,FR
3129,19958,AU
3130,28569,US
3131,2193,US
3132,11016,US
3133,20423,US
3134,24481,US
3135,11296,US
3136,28172,US
3137,57855,
3138,14280,US
3139,29478,US
3140,73642,IE
3141,2067,US
3142,622,ES
3143,622,FR
3144,28463,BG
3145,28463,FR
3146,28463,RU
3147,12186,US
3148,20283,US
3149,5693,US
3150,287,US
3151,968,US
3152,838,US
3153,16958,US
3154,3114,US
3155,12501,US
3156,31618,JP
3157,31618,US
3158,15873,US
3159,68427,US
3160,48213,FR
3161,48213,DE
3162,48213,GB
3163,35412,US
3164,8333,US
3165,19259,TH
3166,19259,US
3167,820,US
3168,11718,US
3169,8989,US
3170,32031,US
3171,58048,GB
3172,26827,US
3173,11157,US
3174,28370,US
3175,918,US
3176,61178,US
3177,11176,US
3178,14900,GB
3179,14900,US
3180,11899,GB
3181,11899,US
3182,18890,US
3183,19736,US
3184,123047,GB
3185,123047,US
3186,24575,GB
3187,16535,US
3188,10971,GB
3189,23928,US
3190,462,US
3191,9532,US
3192,117259,AU
3193,117259,US
3194,2383,FR
3195,2383,US
3196,53879,US
3197,1396,RU
3198,1396,SU
3199,11570,US
3200,1541,US
3201,17443,US
3202,8469,US
3203,27995,US
3204,36739,US
3205,925,US
3206,41823,US
3207,1713,US
3208,30547,US
3209,54825,GB
3210,13939,US
3211,14373,US
3212,24873,US
3213,26263,US
3214,34746,CA
3215,34746,US
3216,996,US
3217,9079,US
3218,1498,HK
3219,1498,US
3220,1497,HK
3221,1497,US
3222,1499,HK
3223,1499,US
3224,1880,US
3225,33762,US
3226,11690,US
3227,29143,US
3228,35292,US
3229,36652,US
3230,801,US
3231,104301,US
3232,11520,US
3233,1879,US
3234,2085,US
3235,13539,US
3236,16222,US
3237,109479,
3238,17078,IR
3239,33516,GB
3240,9960,GB
3241,3082,US
3242,12187,US
3243,24748,US
3244,990,US
3245,1908,US
3246,9764,JP
3247,9764,RU
3248,9764,SU
3249,840,US
3250,42237,FR
3251,42237,CH
3252,26689,US
3253,25673,US
3254,2291,US
3255,13531,US
3256,16620,US
3257,526,US
3258,13346,US
3259,243,GB
3260,243,US
3261,10501,US
3262,11478,CA
3263,11478,US
3264,879,US
3265,85689,US
3266,17529,US
3267,118098,GB
3268,1793,US
3269,11327,GB
3270,11327,US
3271,1700,US
3272,54087,
3273,34322,US
3274,41659,US
3275,593,RU
3276,10774,US
3277,10083,US
3278,29786,US
3279,11356,US
3280,10747,US
3281,10559,US
3282,20697,US
3283,2621,US
3284,10479,US
3285,125709,
3286,49721,FR
3287,2006,US
3288,17339,GB
3289,11305,JP
3290,11305,US
3291,13665,US
3292,12309,US
3293,1552,US
3294,106,US
3295,10333,US
3296,11027,DE
3297,11027,US
3298,123757,US
3299,10468,US
3300,1359,CA
3301,1359,US
3302,4967,US
3303,31776,CA
3304,31776,DE
3305,31776,US
3306,10557,GB
3307,27745,GB
3308,13776,US
3309,26291,US
3310,10784,US
3311,10242,US
3312,16347,US
3313,4825,US
3314,11654,GB
3315,10518,US
3316,11977,US
3317,18041,US
3318,14736,US
3319,3536,FR
3320,3536,US
3321,1443,US
3322,10424,US
3323,28971,US
3324,9456,DE
3325,9456,US
3326,889,US
3327,10564,US
3328,15723,US
3329,19600,BR
3330,19600,US
3331,125537,US
3332,452,DK
3333,452,FR
3334,452,DE
3335,36234,US
3336,39283,US
3337,65460,US
3338,55667,US
3339,12476,US
3340,5241,US
3341,98,GB
3342,98,US
3343,47724,GB
3344,47724,US
3345,11129,GB
3346,11129,IE
3347,1058,US
3348,42159,US
3349,16395,IT
3350,38925,US
3351,13105,US
3352,22501,FR
3353,22501,DE
3354,22501,HU
3355,5491,US
3356,10560,US
3357,19419,
3358,23531,US
3359,10688,US
3360,17889,US
3361,39391,US
3362,31516,US
3363,5683,US
3364,113279,
3365,12518,US
3366,10567,US
3367,10642,US
3368,9285,US
3369,10569,US
3370,21879,US
3371,24918,US
3372,955,DE
3373,955,US
3374,8584,HK
3375,8584,US
3376,47295,
3377,11332,DE
3378,11332,GB
3379,11332,LU
3380,16093,US
3381,29372,MX
3382,29372,US
3383,962,US
3384,30588,US
3385,668,GB
3386,23518,US
3387,691,GB
3388,691,US
3389,44018,FR
3390,698,FR
3391,698,GB
3392,698,US
3393,682,GB
3394,682,US
3395,28973,GB
3396,28973,US
3397,28974,US
3398,22994,US
3399,9600,DE
3400,9600,US
3401,38006,GB
3402,2768,US
3403,24920,IT
3404,21,US
3405,10911,GB
3406,10911,US
3407,10102,FR
3408,10102,IT
3409,26912,GB
3410,26953,US
3411,26954,US
3412,26956,US
3413,26957,US
3414,26958,US
3415,80287,US
3416,6003,IT
3417,6003,GB
3418,23939,US
3419,11072,US
3420,23069,US
3421,21299,US
3422,38802,US
3423,13368,US
3424,985,US
3425,14002,AR
3426,14002,AU
3427,14002,BR
3428,541,US
3429,21137,US
3430,36724,US
3431,938,DE
3432,938,ES
3433,938,IT
3434,10648,US
3435,11368,US
3436,10875,US
3437,2075,US
3438,1551,US
3439,22500,FR
3440,10246,CA
3441,10246,US
3442,19698,CA
3443,19698,US
3444,23919,CA
3445,23919,US
3446,18835,US
3447,26554,US
3448,15239,US
3449,28165,US
3450,28169,US
3451,15762,US
3452,169,US
3453,865,US
3454,9663,US
3455,26889,US
3456,10128,US
3457,9659,AU
3458,8810,AU
3459,9355,AU
3460,1727,US
3461,635,US
3462,10068,US
3463,11495,US
3464,11428,US
3465,10117,US
3466,35936,ZA
3467,35936,GB
3468,35936,US
3469,25562,US
3470,51763,US
3471,73079,US
3472,38921,CA
3473,38921,US
3474,35463,JP
3475,35463,US
3476,9679,US
3477,51333,FR
3478,51333,GB
3479,51333,US
3480,17771,AT
3481,17771,CA
3482,17771,DE
3483,10264,FR
3484,10264,GB
3485,10264,US
3486,31657,US
3487,29204,US
3488,17814,US
3489,11879,US
3490,21128,US
3491,482,US
3492,592,US
3493,31593,US
3494,12611,US
3495,14328,US
3496,9040,IT
3497,9040,US
3498,25364,US
3499,43002,US
3500,5121,US
3501,195,US
3502,6978,US
3503,3133,US
3504,643,SU
3505,10571,US
3506,479,DE
3507,479,US
3508,7450,US
3509,31023,ES
3510,25636,CA
3511,25636,US
3512,7443,GB
